"INSEE_COM";"NOM_COM";"codgeo";"libgeo";"pct"
"39019";"Les Arsures";"034";"BRESSE";100
"39020";"Arsure-Arsurette";"104";"MONTS DU JURA";100
"39022";"Asnans-Beauvoisin";"129";"PLAINE DE DIJON";100
"39024";"Audelange";"034";"BRESSE";100
"39025";"Augea";"034";"BRESSE";100
"39026";"Augerans";"034";"BRESSE";100
"39027";"Augisey";"034";"BRESSE";100
"39028";"Aumont";"034";"BRESSE";100
"39029";"Aumur";"129";"PLAINE DE DIJON";100
"39030";"Authume";"034";"BRESSE";100
"39031";"Auxange";"034";"BRESSE";100
"39032";"Avignon-lès-Saint-Claude";"104";"MONTS DU JURA";100
"39034";"Balaiseaux";"129";"PLAINE DE DIJON";100
"39035";"Balanod";"104";"MONTS DU JURA";100
"39037";"Bans";"034";"BRESSE";100
"39038";"Barésia-sur-l'Ain";"104";"MONTS DU JURA";100
"39039";"La Barre";"034";"BRESSE";100
"39040";"Barretaine";"034";"BRESSE";100
"39041";"Baume-les-Messieurs";"034";"BRESSE";100
"39042";"Baverans";"034";"BRESSE";100
"39043";"Beaufort";"034";"BRESSE";100
"39045";"Beffia";"104";"MONTS DU JURA";100
"39046";"Bellecombe";"104";"MONTS DU JURA";100
"39047";"Bellefontaine";"104";"MONTS DU JURA";100
"39048";"Belmont";"034";"BRESSE";100
"39049";"Bersaillin";"034";"BRESSE";100
"39050";"Besain";"034";"BRESSE";100
"39051";"Biarne";"129";"PLAINE DE DIJON";100
"39052";"Bief-des-Maisons";"104";"MONTS DU JURA";100
"39053";"Bief-du-Fourg";"104";"MONTS DU JURA";100
"39054";"Biefmorin";"034";"BRESSE";100
"39055";"Billecul";"104";"MONTS DU JURA";100
"39056";"Bletterans";"034";"BRESSE";100
"39057";"Blois-sur-Seille";"034";"BRESSE";100
"39058";"Blye";"104";"MONTS DU JURA";100
"39059";"Bois-d'Amont";"104";"MONTS DU JURA";100
"39060";"Bois-de-Gand";"034";"BRESSE";100
"39061";"Boissia";"104";"MONTS DU JURA";100
"39062";"La Boissière";"104";"MONTS DU JURA";100
"39063";"Bonlieu";"104";"MONTS DU JURA";100
"39065";"Bonnefontaine";"034";"BRESSE";100
"39066";"Bornay";"034";"BRESSE";100
"39068";"Les Bouchoux";"104";"MONTS DU JURA";100
"39070";"Bourg-de-Sirod";"104";"MONTS DU JURA";100
"39072";"Bracon";"104";"MONTS DU JURA";100
"39073";"Brainans";"034";"BRESSE";100
"39074";"Brans";"034";"BRESSE";100
"39075";"Bréry";"034";"BRESSE";100
"39076";"La Bretenière";"034";"BRESSE";100
"39077";"Bretenières";"129";"PLAINE DE DIJON";100
"39078";"Brevans";"034";"BRESSE";100
"39079";"Briod";"104";"MONTS DU JURA";100
"39080";"Broissia";"104";"MONTS DU JURA";100
"39081";"Buvilly";"034";"BRESSE";100
"39083";"Censeau";"104";"MONTS DU JURA";100
"39084";"Cernans";"104";"MONTS DU JURA";100
"39085";"Cerniébaud";"104";"MONTS DU JURA";100
"39086";"Cernon";"104";"MONTS DU JURA";100
"39088";"Cesancey";"034";"BRESSE";100
"39089";"Cézia";"104";"MONTS DU JURA";100
"39090";"Chaînée-des-Coupis";"129";"PLAINE DE DIJON";100
"39091";"Les Chalesmes";"104";"MONTS DU JURA";100
"39092";"Chambéria";"104";"MONTS DU JURA";100
"39093";"Chamblay";"034";"BRESSE";100
"39094";"Chamole";"034";"BRESSE";100
"39095";"Champagne-sur-Loue";"034";"BRESSE";100
"39096";"Champagney";"034";"BRESSE";100
"39097";"Champagnole";"104";"MONTS DU JURA";100
"39099";"Champdivers";"129";"PLAINE DE DIJON";100
"39100";"Champrougier";"034";"BRESSE";100
"39101";"Champvans";"129";"PLAINE DE DIJON";100
"39102";"Chancia";"104";"MONTS DU JURA";100
"39103";"La Chapelle-sur-Furieuse";"104";"MONTS DU JURA";100
"39104";"Chapelle-Voland";"034";"BRESSE";100
"39105";"Chapois";"104";"MONTS DU JURA";100
"39106";"Charchilla";"104";"MONTS DU JURA";100
"39107";"Charcier";"104";"MONTS DU JURA";100
"39108";"Charency";"104";"MONTS DU JURA";100
"39109";"Charézier";"104";"MONTS DU JURA";100
"39110";"La Charme";"034";"BRESSE";100
"39111";"Charnod";"104";"MONTS DU JURA";100
"39112";"La Chassagne";"034";"BRESSE";100
"39113";"Chassal";"104";"MONTS DU JURA";100
"39114";"Château-Chalon";"034";"BRESSE";100
"39115";"Château-des-Prés";"104";"MONTS DU JURA";100
"39116";"La Châtelaine";"034";"BRESSE";100
"39117";"Chatelay";"034";"BRESSE";100
"39118";"Châtel-de-Joux";"104";"MONTS DU JURA";100
"39119";"Le Chateley";"034";"BRESSE";100
"39120";"Châtelneuf";"104";"MONTS DU JURA";100
"39121";"Châtenois";"034";"BRESSE";100
"39122";"Châtillon";"104";"MONTS DU JURA";100
"39124";"Chaumergy";"034";"BRESSE";100
"39126";"La Chaumusse";"104";"MONTS DU JURA";100
"39127";"Chaussenans";"034";"BRESSE";100
"39128";"Chaussin";"129";"PLAINE DE DIJON";100
"39129";"Chaux-des-Crotenay";"104";"MONTS DU JURA";100
"39130";"Nanchez";"104";"MONTS DU JURA";100
"39131";"La Chaux-du-Dombief";"104";"MONTS DU JURA";100
"39132";"La Chaux-en-Bresse";"034";"BRESSE";100
"39133";"Chaux-Champagny";"104";"MONTS DU JURA";100
"39134";"Chavéria";"104";"MONTS DU JURA";100
"39136";"Chemenot";"034";"BRESSE";100
"39137";"Chemilla";"104";"MONTS DU JURA";100
"39138";"Chemin";"129";"PLAINE DE DIJON";100
"39139";"Chêne-Bernard";"129";"PLAINE DE DIJON";100
"39140";"Chêne-Sec";"034";"BRESSE";100
"39141";"Chevigny";"034";"BRESSE";100
"39142";"Chevreaux";"104";"MONTS DU JURA";100
"39143";"Chevrotaine";"104";"MONTS DU JURA";100
"39145";"Chille";"034";"BRESSE";100
"39146";"Chilly-le-Vignoble";"034";"BRESSE";100
"39147";"Chilly-sur-Salins";"104";"MONTS DU JURA";100
"39149";"Chissey-sur-Loue";"034";"BRESSE";100
"39150";"Choisey";"129";"PLAINE DE DIJON";100
"39151";"Choux";"104";"MONTS DU JURA";100
"39153";"Cize";"104";"MONTS DU JURA";100
"39154";"Clairvaux-les-Lacs";"104";"MONTS DU JURA";100
"39155";"Clucy";"104";"MONTS DU JURA";100
"39156";"Cogna";"104";"MONTS DU JURA";100
"39157";"Coiserette";"104";"MONTS DU JURA";100
"39159";"Colonne";"034";"BRESSE";100
"39160";"Commenailles";"034";"BRESSE";100
"39162";"Condamine";"034";"BRESSE";100
"39163";"Condes";"104";"MONTS DU JURA";100
"39164";"Conliège";"104";"MONTS DU JURA";100
"39165";"Conte";"104";"MONTS DU JURA";100
"39166";"Cornod";"104";"MONTS DU JURA";100
"39167";"Cosges";"034";"BRESSE";100
"39168";"Courbette";"104";"MONTS DU JURA";100
"39169";"Courbouzon";"034";"BRESSE";100
"39170";"Courlans";"034";"BRESSE";100
"39171";"Courlaoux";"034";"BRESSE";100
"39172";"Courtefontaine";"034";"BRESSE";100
"39173";"Cousance";"034";"BRESSE";100
"39174";"Coyrière";"104";"MONTS DU JURA";100
"39175";"Coyron";"104";"MONTS DU JURA";100
"39176";"Cramans";"034";"BRESSE";100
"39178";"Crans";"104";"MONTS DU JURA";100
"39179";"Crenans";"104";"MONTS DU JURA";100
"39180";"Cressia";"104";"MONTS DU JURA";100
"39182";"Crissey";"129";"PLAINE DE DIJON";100
"39183";"Crotenay";"104";"MONTS DU JURA";100
"39184";"Les Crozets";"104";"MONTS DU JURA";100
"39185";"Cuisia";"034";"BRESSE";100
"39187";"Cuvier";"104";"MONTS DU JURA";100
"39188";"Dammartin-Marpain";"034";"BRESSE";100
"39189";"Damparis";"129";"PLAINE DE DIJON";100
"39190";"Dampierre";"034";"BRESSE";100
"39191";"Darbonnay";"034";"BRESSE";100
"39192";"Denezières";"104";"MONTS DU JURA";100
"39193";"Le Deschaux";"129";"PLAINE DE DIJON";100
"39194";"Desnes";"034";"BRESSE";100
"39196";"Les Deux-Fays";"034";"BRESSE";100
"39197";"Digna";"104";"MONTS DU JURA";100
"39198";"Dole";"129";"PLAINE DE DIJON";100
"39199";"Domblans";"034";"BRESSE";100
"39200";"Dompierre-sur-Mont";"104";"MONTS DU JURA";100
"39201";"Doucier";"104";"MONTS DU JURA";100
"39202";"Dournon";"104";"MONTS DU JURA";100
"39203";"Doye";"104";"MONTS DU JURA";100
"39204";"Dramelay";"104";"MONTS DU JURA";100
"39205";"Éclans-Nenon";"034";"BRESSE";100
"39206";"Écleux";"034";"BRESSE";100
"39207";"Écrille";"104";"MONTS DU JURA";100
"39208";"Entre-deux-Monts";"104";"MONTS DU JURA";100
"39209";"Val-d'Épy";"104";"MONTS DU JURA";100
"39210";"Équevillon";"104";"MONTS DU JURA";100
"39211";"Les Essards-Taignevaux";"129";"PLAINE DE DIJON";100
"39214";"Esserval-Tartre";"104";"MONTS DU JURA";100
"39216";"Étival";"104";"MONTS DU JURA";100
"39217";"L'Étoile";"034";"BRESSE";100
"39218";"Étrepigney";"034";"BRESSE";100
"39219";"Évans";"034";"BRESSE";100
"39220";"Falletans";"034";"BRESSE";100
"39221";"La Favière";"104";"MONTS DU JURA";100
"39222";"Fay-en-Montagne";"034";"BRESSE";100
"39223";"La Ferté";"034";"BRESSE";100
"39225";"Le Fied";"034";"BRESSE";100
"39227";"Foncine-le-Bas";"104";"MONTS DU JURA";100
"39228";"Foncine-le-Haut";"104";"MONTS DU JURA";100
"39229";"Fontainebrux";"034";"BRESSE";100
"39230";"Fontenu";"104";"MONTS DU JURA";100
"39232";"Fort-du-Plasne";"104";"MONTS DU JURA";100
"39233";"Foucherans";"129";"PLAINE DE DIJON";100
"39234";"Foulenay";"034";"BRESSE";100
"39235";"Fraisans";"034";"BRESSE";100
"39236";"Francheville";"034";"BRESSE";100
"39237";"Fraroz";"104";"MONTS DU JURA";100
"39238";"Frasne-les-Meulières";"034";"BRESSE";100
"39239";"La Frasnée";"104";"MONTS DU JURA";100
"39240";"Le Frasnois";"104";"MONTS DU JURA";100
"39241";"Frébuans";"034";"BRESSE";100
"39244";"Frontenay";"034";"BRESSE";100
"39245";"Gatey";"129";"PLAINE DE DIJON";100
"39246";"Gendrey";"034";"BRESSE";100
"39247";"Genod";"104";"MONTS DU JURA";100
"39248";"Geraise";"104";"MONTS DU JURA";100
"39249";"Germigney";"034";"BRESSE";100
"39250";"Geruge";"034";"BRESSE";100
"39251";"Gevingey";"034";"BRESSE";100
"39252";"Gevry";"129";"PLAINE DE DIJON";100
"39253";"Gigny";"104";"MONTS DU JURA";100
"39254";"Gillois";"104";"MONTS DU JURA";100
"39255";"Gizia";"034";"BRESSE";100
"39258";"Grande-Rivière";"104";"MONTS DU JURA";100
"39261";"Graye-et-Charnay";"104";"MONTS DU JURA";100
"39262";"Gredisans";"034";"BRESSE";100
"39263";"Grozon";"034";"BRESSE";100
"39265";"Hautecour";"104";"MONTS DU JURA";100
"39266";"Les Hays";"129";"PLAINE DE DIJON";100
"39267";"Ivory";"104";"MONTS DU JURA";100
"39268";"Ivrey";"104";"MONTS DU JURA";100
"39269";"Jeurre";"104";"MONTS DU JURA";100
"39270";"Jouhe";"034";"BRESSE";100
"39271";"Lac-des-Rouges-Truites";"104";"MONTS DU JURA";100
"39272";"Ladoye-sur-Seille";"034";"BRESSE";100
"39273";"Montlainsia";"104";"MONTS DU JURA";100
"39274";"Lajoux";"104";"MONTS DU JURA";100
"39275";"Lamoura";"104";"MONTS DU JURA";100
"39277";"Le Larderet";"104";"MONTS DU JURA";100
"39278";"Largillay-Marsonnay";"104";"MONTS DU JURA";100
"39279";"Larnaud";"034";"BRESSE";100
"39280";"Larrivoire";"104";"MONTS DU JURA";100
"39281";"Le Latet";"104";"MONTS DU JURA";100
"39282";"La Latette";"104";"MONTS DU JURA";100
"39283";"Lavancia-Epercy";"104";"MONTS DU JURA";100
"39284";"Lavangeot";"034";"BRESSE";100
"39285";"Lavans-lès-Dole";"034";"BRESSE";100
"39286";"Lavans-lès-Saint-Claude";"104";"MONTS DU JURA";100
"39287";"Lavans-sur-Valouse";"104";"MONTS DU JURA";100
"39288";"Lavigny";"034";"BRESSE";100
"39289";"Lect";"104";"MONTS DU JURA";100
"39290";"Valzin en Petite Montagne";"104";"MONTS DU JURA";100
"39291";"Lemuy";"104";"MONTS DU JURA";100
"39292";"Lent";"104";"MONTS DU JURA";100
"39293";"Leschères";"104";"MONTS DU JURA";100
"39295";"Loisia";"104";"MONTS DU JURA";100
"39296";"Lombard";"034";"BRESSE";100
"39297";"Longchaumois";"104";"MONTS DU JURA";100
"39298";"Longcochon";"104";"MONTS DU JURA";100
"39299";"Longwy-sur-le-Doubs";"129";"PLAINE DE DIJON";100
"39300";"Lons-le-Saunier";"104";"MONTS DU JURA";100
"39301";"Loulle";"104";"MONTS DU JURA";100
"39302";"Louvatange";"034";"BRESSE";100
"39304";"Le Louverot";"034";"BRESSE";100
"39305";"La Loye";"034";"BRESSE";100
"39306";"Macornay";"034";"BRESSE";100
"39307";"Maisod";"104";"MONTS DU JURA";100
"39308";"Malange";"034";"BRESSE";100
"39310";"Mantry";"034";"BRESSE";100
"39312";"Marigna-sur-Valouse";"104";"MONTS DU JURA";100
"39313";"Marigny";"104";"MONTS DU JURA";100
"39314";"Marnézia";"104";"MONTS DU JURA";100
"39315";"Marnoz";"104";"MONTS DU JURA";100
"39317";"La Marre";"034";"BRESSE";100
"39318";"Martigna";"104";"MONTS DU JURA";100
"39319";"Mathenay";"034";"BRESSE";100
"39320";"Maynal";"034";"BRESSE";100
"39321";"Menétru-le-Vignoble";"034";"BRESSE";100
"39322";"Menétrux-en-Joux";"104";"MONTS DU JURA";100
"39323";"Menotey";"034";"BRESSE";100
"39324";"Mérona";"104";"MONTS DU JURA";100
"39325";"Mesnay";"034";"BRESSE";100
"39326";"Mesnois";"104";"MONTS DU JURA";100
"39327";"Messia-sur-Sorne";"034";"BRESSE";100
"39328";"Meussia";"104";"MONTS DU JURA";100
"39329";"Mièges";"104";"MONTS DU JURA";100
"39330";"Miéry";"034";"BRESSE";100
"39331";"Mignovillard";"104";"MONTS DU JURA";100
"39333";"Moirans-en-Montagne";"104";"MONTS DU JURA";100
"39334";"Moiron";"034";"BRESSE";100
"39335";"Moissey";"034";"BRESSE";100
"39336";"Molain";"034";"BRESSE";100
"39337";"Molamboz";"034";"BRESSE";100
"39338";"Molay";"129";"PLAINE DE DIJON";100
"39339";"Molinges";"104";"MONTS DU JURA";100
"39342";"Monay";"034";"BRESSE";100
"39343";"Monnetay";"104";"MONTS DU JURA";100
"39344";"Monnet-la-Ville";"104";"MONTS DU JURA";100
"39345";"Monnières";"129";"PLAINE DE DIJON";100
"39346";"Montagna-le-Reconduit";"104";"MONTS DU JURA";100
"39348";"Montaigu";"104";"MONTS DU JURA";100
"39349";"Montain";"034";"BRESSE";100
"39350";"Montbarrey";"034";"BRESSE";100
"39351";"Montcusel";"104";"MONTS DU JURA";100
"39352";"Monteplain";"034";"BRESSE";100
"39353";"Montfleur";"104";"MONTS DU JURA";100
"39354";"Montholier";"034";"BRESSE";100
"39355";"Montigny-lès-Arsures";"034";"BRESSE";100
"39356";"Montigny-sur-l'Ain";"104";"MONTS DU JURA";100
"39359";"Montmarlon";"104";"MONTS DU JURA";100
"39360";"Montmirey-la-Ville";"034";"BRESSE";100
"39361";"Montmirey-le-Château";"034";"BRESSE";100
"39362";"Montmorot";"034";"BRESSE";100
"39363";"Montrevel";"104";"MONTS DU JURA";100
"39364";"Montrond";"104";"MONTS DU JURA";100
"39365";"Mont-sous-Vaudrey";"034";"BRESSE";100
"39366";"Mont-sur-Monnet";"104";"MONTS DU JURA";100
"39367";"Morbier";"104";"MONTS DU JURA";100
"39368";"Hauts de Bienne";"104";"MONTS DU JURA";100
"39370";"Mouchard";"034";"BRESSE";100
"39372";"Mournans-Charbonny";"104";"MONTS DU JURA";100
"39373";"Les Moussières";"104";"MONTS DU JURA";100
"39375";"Moutonne";"104";"MONTS DU JURA";100
"39376";"Moutoux";"104";"MONTS DU JURA";100
"39377";"Mutigney";"034";"BRESSE";100
"39378";"Les Trois Châteaux";"104";"MONTS DU JURA";100
"39379";"Nance";"034";"BRESSE";100
"39380";"Nancuise";"104";"MONTS DU JURA";100
"39381";"Les Nans";"104";"MONTS DU JURA";100
"39385";"Neublans-Abergement";"129";"PLAINE DE DIJON";100
"39386";"Neuvilley";"034";"BRESSE";100
"39387";"Nevy-lès-Dole";"129";"PLAINE DE DIJON";100
"39388";"Nevy-sur-Seille";"034";"BRESSE";100
"39389";"Ney";"104";"MONTS DU JURA";100
"39390";"Nogna";"104";"MONTS DU JURA";100
"39391";"Nozeroy";"104";"MONTS DU JURA";100
"39392";"Offlanges";"034";"BRESSE";100
"39393";"Onglières";"104";"MONTS DU JURA";100
"39394";"Onoz";"104";"MONTS DU JURA";100
"39395";"Orbagna";"034";"BRESSE";100
"39396";"Orchamps";"034";"BRESSE";100
"39397";"Orgelet";"104";"MONTS DU JURA";100
"39398";"Ougney";"034";"BRESSE";100
"39399";"Ounans";"034";"BRESSE";100
"39400";"Our";"034";"BRESSE";100
"39401";"Oussières";"034";"BRESSE";100
"39402";"Pagney";"034";"BRESSE";100
"39403";"Pagnoz";"034";"BRESSE";100
"39404";"Pannessières";"104";"MONTS DU JURA";100
"39405";"Parcey";"129";"PLAINE DE DIJON";100
"39406";"Le Pasquier";"104";"MONTS DU JURA";100
"39407";"Passenans";"034";"BRESSE";100
"39408";"Patornay";"104";"MONTS DU JURA";100
"39409";"Peintre";"034";"BRESSE";100
"39411";"Perrigny";"104";"MONTS DU JURA";100
"39412";"Peseux";"129";"PLAINE DE DIJON";100
"39413";"La Pesse";"104";"MONTS DU JURA";100
"39414";"Le Petit-Mercey";"034";"BRESSE";100
"39415";"Petit-Noir";"129";"PLAINE DE DIJON";100
"39417";"Les Piards";"104";"MONTS DU JURA";100
"39418";"Picarreau";"034";"BRESSE";100
"39419";"Pillemoine";"104";"MONTS DU JURA";100
"39420";"Pimorin";"104";"MONTS DU JURA";100
"39421";"Le Pin";"034";"BRESSE";100
"39422";"Plainoiseau";"034";"BRESSE";100
"39423";"Plaisia";"104";"MONTS DU JURA";100
"39424";"Les Planches-en-Montagne";"104";"MONTS DU JURA";100
"39425";"Les Planches-près-Arbois";"034";"BRESSE";100
"39426";"Plasne";"034";"BRESSE";100
"39427";"Plénise";"104";"MONTS DU JURA";100
"39428";"Plénisette";"104";"MONTS DU JURA";100
"39429";"Pleure";"129";"PLAINE DE DIJON";100
"39430";"Plumont";"034";"BRESSE";100
"39431";"Poids-de-Fiole";"104";"MONTS DU JURA";100
"39432";"Pointre";"034";"BRESSE";100
"39434";"Poligny";"034";"BRESSE";100
"39435";"Pont-de-Poitte";"104";"MONTS DU JURA";100
"39436";"Pont-d'Héry";"104";"MONTS DU JURA";100
"39437";"Pont-du-Navoy";"104";"MONTS DU JURA";100
"39439";"Port-Lesney";"034";"BRESSE";100
"39440";"Pratz";"104";"MONTS DU JURA";100
"39441";"Prémanon";"104";"MONTS DU JURA";100
"39443";"Présilly";"104";"MONTS DU JURA";100
"39444";"Pretin";"104";"MONTS DU JURA";100
"39445";"Publy";"104";"MONTS DU JURA";100
"39446";"Pupillin";"034";"BRESSE";100
"39447";"Quintigny";"034";"BRESSE";100
"39448";"Rahon";"129";"PLAINE DE DIJON";100
"39449";"Rainans";"034";"BRESSE";100
"39451";"Ranchot";"034";"BRESSE";100
"39452";"Rans";"034";"BRESSE";100
"39453";"Ravilloles";"104";"MONTS DU JURA";100
"39454";"Recanoz";"034";"BRESSE";100
"39455";"Reithouse";"104";"MONTS DU JURA";100
"39456";"Relans";"034";"BRESSE";100
"39457";"Les Repôts";"034";"BRESSE";100
"39458";"Revigny";"104";"MONTS DU JURA";100
"39460";"La Rixouse";"104";"MONTS DU JURA";100
"39461";"Rix";"104";"MONTS DU JURA";100
"39462";"Rochefort-sur-Nenon";"034";"BRESSE";100
"39463";"Rogna";"104";"MONTS DU JURA";100
"39464";"Romain";"034";"BRESSE";100
"39465";"Romange";"034";"BRESSE";100
"39466";"Rosay";"034";"BRESSE";100
"39467";"Rotalier";"034";"BRESSE";100
"39468";"Rothonay";"104";"MONTS DU JURA";100
"39469";"Rouffange";"034";"BRESSE";100
"39470";"Les Rousses";"104";"MONTS DU JURA";100
"39471";"Ruffey-sur-Seille";"034";"BRESSE";100
"39472";"Rye";"034";"BRESSE";100
"39473";"Saffloz";"104";"MONTS DU JURA";100
"39474";"Sainte-Agnès";"034";"BRESSE";100
"39475";"Saint-Amour";"104";"MONTS DU JURA";100
"39476";"Saint-Aubin";"129";"PLAINE DE DIJON";100
"39477";"Saint-Baraing";"129";"PLAINE DE DIJON";100
"39478";"Saint-Claude";"104";"MONTS DU JURA";100
"39479";"Saint-Cyr-Montmalin";"034";"BRESSE";100
"39480";"Saint-Didier";"034";"BRESSE";100
"39481";"Saint-Germain-en-Montagne";"104";"MONTS DU JURA";100
"39483";"Saint-Hymetière";"104";"MONTS DU JURA";100
"39484";"Saint-Jean-d'Étreux";"104";"MONTS DU JURA";100
"39485";"Val Suran";"104";"MONTS DU JURA";100
"39486";"Saint-Lamain";"034";"BRESSE";100
"39487";"Saint-Laurent-en-Grandvaux";"104";"MONTS DU JURA";100
"39489";"Saint-Lothain";"034";"BRESSE";100
"39490";"Saint-Loup";"129";"PLAINE DE DIJON";100
"39491";"Coteaux du Lizon";"104";"MONTS DU JURA";100
"39492";"Saint-Maur";"104";"MONTS DU JURA";100
"39493";"Saint-Maurice-Crillat";"104";"MONTS DU JURA";100
"39494";"Saint-Pierre";"104";"MONTS DU JURA";100
"39495";"Saint-Thiébaud";"104";"MONTS DU JURA";100
"39497";"Saizenay";"104";"MONTS DU JURA";100
"39498";"Salans";"034";"BRESSE";100
"39499";"Saligney";"034";"BRESSE";100
"39500";"Salins-les-Bains";"104";"MONTS DU JURA";100
"39501";"Sampans";"129";"PLAINE DE DIJON";100
"39502";"Santans";"034";"BRESSE";100
"39503";"Sapois";"104";"MONTS DU JURA";100
"39504";"Sarrogna";"104";"MONTS DU JURA";100
"39505";"Saugeot";"104";"MONTS DU JURA";100
"39507";"Séligney";"129";"PLAINE DE DIJON";100
"39508";"Sellières";"034";"BRESSE";100
"39510";"Septmoncel les Molunes";"104";"MONTS DU JURA";100
"39511";"Sergenaux";"034";"BRESSE";100
"39512";"Sergenon";"034";"BRESSE";100
"39513";"Sermange";"034";"BRESSE";100
"39514";"Serre-les-Moulières";"034";"BRESSE";100
"39517";"Sirod";"104";"MONTS DU JURA";100
"39518";"Songeson";"104";"MONTS DU JURA";100
"39519";"Soucia";"104";"MONTS DU JURA";100
"39520";"Souvans";"034";"BRESSE";100
"39522";"Supt";"104";"MONTS DU JURA";100
"39523";"Syam";"104";"MONTS DU JURA";100
"39525";"Tassenières";"129";"PLAINE DE DIJON";100
"39526";"Tavaux";"129";"PLAINE DE DIJON";100
"39527";"Taxenne";"034";"BRESSE";100
"39528";"Thervay";"034";"BRESSE";100
"39529";"Thésy";"104";"MONTS DU JURA";100
"39530";"Thoirette-Coisia";"104";"MONTS DU JURA";100
"39531";"Thoiria";"104";"MONTS DU JURA";100
"39532";"Thoissia";"104";"MONTS DU JURA";100
"39533";"Toulouse-le-Château";"034";"BRESSE";100
"39534";"La Tour-du-Meix";"104";"MONTS DU JURA";100
"39535";"Tourmont";"034";"BRESSE";100
"39537";"Trenal";"034";"BRESSE";100
"39538";"Uxelles";"104";"MONTS DU JURA";100
"39539";"Vadans";"034";"BRESSE";100
"39540";"Valempoulières";"104";"MONTS DU JURA";100
"39543";"Vannoz";"104";"MONTS DU JURA";100
"39545";"Le Vaudioux";"104";"MONTS DU JURA";100
"39546";"Vaudrey";"034";"BRESSE";100
"39547";"Vaux-lès-Saint-Claude";"104";"MONTS DU JURA";100
"39548";"Vaux-sur-Poligny";"034";"BRESSE";100
"39550";"Verges";"104";"MONTS DU JURA";100
"39551";"Véria";"104";"MONTS DU JURA";100
"39552";"Vernantois";"034";"BRESSE";100
"39553";"Le Vernois";"034";"BRESSE";100
"39554";"Vers-en-Montagne";"104";"MONTS DU JURA";100
"39555";"Vers-sous-Sellières";"034";"BRESSE";100
"39556";"Vertamboz";"104";"MONTS DU JURA";100
"39557";"Vescles";"104";"MONTS DU JURA";100
"39558";"Vevy";"104";"MONTS DU JURA";100
"39559";"La Vieille-Loye";"034";"BRESSE";100
"39560";"Villard-Saint-Sauveur";"104";"MONTS DU JURA";100
"39561";"Villards-d'Héria";"104";"MONTS DU JURA";100
"39562";"Villard-sur-Bienne";"104";"MONTS DU JURA";100
"39565";"Villeneuve-d'Aval";"034";"BRESSE";100
"39567";"Villeneuve-sous-Pymont";"034";"BRESSE";100
"39568";"Villerserine";"034";"BRESSE";100
"39569";"Villers-Farlay";"034";"BRESSE";100
"39570";"Villers-les-Bois";"034";"BRESSE";100
"39571";"Villers-Robert";"129";"PLAINE DE DIJON";100
"39572";"Villette-lès-Arbois";"034";"BRESSE";100
"39573";"Villette-lès-Dole";"129";"PLAINE DE DIJON";100
"39574";"Villevieux";"034";"BRESSE";100
"39575";"Le Villey";"034";"BRESSE";100
"39576";"Val-Sonnette";"034";"BRESSE";100
"39577";"Vincent-Froideville";"034";"BRESSE";100
"39579";"Viry";"104";"MONTS DU JURA";100
"39581";"Vitreux";"034";"BRESSE";100
"39582";"Voiteur";"034";"BRESSE";100
"39583";"Vosbles-Valfin";"104";"MONTS DU JURA";100
"39584";"Vriange";"034";"BRESSE";100
"39585";"Vulvoz";"104";"MONTS DU JURA";100
"39586";"Aresches";"104";"MONTS DU JURA";100
"40001";"Aire-sur-l'Adour";"187";"VALLEE DE L'ADOUR IRRIGUE";100
"40002";"Amou";"057";"COTEAUX DE CHALOSSE ET DU BEARN";100
"40003";"Angoumé";"158";"SABLES";100
"40004";"Angresse";"158";"SABLES";100
"40005";"Arboucave";"057";"COTEAUX DE CHALOSSE ET DU BEARN";100
"40006";"Arengosse";"158";"SABLES";100
"40007";"Argelos";"057";"COTEAUX DE CHALOSSE ET DU BEARN";100
"40008";"Argelouse";"158";"SABLES";100
"40009";"Arjuzanx";"158";"SABLES";100
"40011";"Arsague";"057";"COTEAUX DE CHALOSSE ET DU BEARN";100
"40012";"Artassenx";"187";"VALLEE DE L'ADOUR IRRIGUE";100
"40013";"Arthez-d'Armagnac";"159";"SABLES FAUVES";100
"40014";"Arue";"158";"SABLES";100
"40015";"Arx";"158";"SABLES";100
"40016";"Aubagnan";"057";"COTEAUX DE CHALOSSE ET DU BEARN";100
"40017";"Audignon";"187";"VALLEE DE L'ADOUR IRRIGUE";100
"40018";"Audon";"158";"SABLES";100
"40019";"Aureilhan";"158";"SABLES";100
"40020";"Aurice";"187";"VALLEE DE L'ADOUR IRRIGUE";100
"40021";"Azur";"158";"SABLES";100
"40022";"Bahus-Soubiran";"187";"VALLEE DE L'ADOUR IRRIGUE";100
"40023";"Baigts";"187";"VALLEE DE L'ADOUR IRRIGUE";100
"40024";"Banos";"187";"VALLEE DE L'ADOUR IRRIGUE";100
"40025";"Bascons";"187";"VALLEE DE L'ADOUR IRRIGUE";100
"40026";"Bas-Mauco";"187";"VALLEE DE L'ADOUR IRRIGUE";100
"40027";"Bassercles";"057";"COTEAUX DE CHALOSSE ET DU BEARN";100
"40028";"Bastennes";"057";"COTEAUX DE CHALOSSE ET DU BEARN";100
"40029";"Bats";"057";"COTEAUX DE CHALOSSE ET DU BEARN";100
"40030";"Baudignan";"158";"SABLES";100
"40031";"Bégaar";"158";"SABLES";100
"40032";"Belhade";"158";"SABLES";100
"40033";"Bélis";"158";"SABLES";100
