"INSEE_COM";"NOM_COM";"codgeo";"libgeo";"pct"
"27507";"Saint-André-de-l'Eure";"072";"FAUX PERCHE";100
"27508";"Saint-Antonin-de-Sommaire";"118";"PAYS D'OUCHE";100
"27511";"Saint-Aubin-d'Écrosville";"157";"ROUMOIS-NEUBOURG";100
"27512";"Saint-Aubin-de-Scellon";"113";"PAYS D'AUGE";100
"27514";"Saint-Aubin-du-Thenney";"118";"PAYS D'OUCHE";100
"27516";"Saint-Aubin-le-Vertueux";"118";"PAYS D'OUCHE";100
"27517";"Saint-Aubin-sur-Gaillon";"192";"VALLEE DE SEINE";100
"27518";"Saint-Aubin-sur-Quillebeuf";"157";"ROUMOIS-NEUBOURG";100
"27520";"Saint-Benoît-des-Ombres";"113";"PAYS D'AUGE";100
"27521";"Saint-Christophe-sur-Avre";"072";"FAUX PERCHE";100
"27522";"Saint-Christophe-sur-Condé";"113";"PAYS D'AUGE";100
"27523";"Saint-Clair-d'Arcey";"118";"PAYS D'OUCHE";100
"27524";"Sainte-Colombe-la-Commanderie";"157";"ROUMOIS-NEUBOURG";100
"27525";"Sainte-Colombe-près-Vernon";"192";"VALLEE DE SEINE";100
"27527";"Saint-Cyr-de-Salerne";"157";"ROUMOIS-NEUBOURG";100
"27528";"Le Vaudreuil";"192";"VALLEE DE SEINE";100
"27529";"Saint-Cyr-la-Campagne";"157";"ROUMOIS-NEUBOURG";100
"27530";"Saint-Denis-d'Augerons";"118";"PAYS D'OUCHE";100
"27531";"Saint-Denis-des-Monts";"157";"ROUMOIS-NEUBOURG";100
"27533";"Saint-Denis-le-Ferment";"179";"THELLES-VEXIN";100
"27534";"Saint-Didier-des-Bois";"157";"ROUMOIS-NEUBOURG";100
"27535";"Saint-Élier";"118";"PAYS D'OUCHE";100
"27536";"Saint-Éloi-de-Fourques";"157";"ROUMOIS-NEUBOURG";100
"27537";"Saint-Étienne-du-Vauvray";"192";"VALLEE DE SEINE";100
"27538";"Saint-Étienne-l'Allier";"113";"PAYS D'AUGE";100
"27539";"Saint-Étienne-sous-Bailleul";"192";"VALLEE DE SEINE";100
"27540";"Sainte-Geneviève-lès-Gasny";"179";"THELLES-VEXIN";100
"27541";"Saint-Georges-du-Mesnil";"113";"PAYS D'AUGE";100
"27542";"Saint-Georges-du-Vièvre";"113";"PAYS D'AUGE";100
"27543";"Saint-Georges-Motel";"072";"FAUX PERCHE";100
"27544";"Saint-Germain-de-Fresney";"072";"FAUX PERCHE";100
"27545";"Saint-Germain-de-Pasquier";"157";"ROUMOIS-NEUBOURG";100
"27546";"Saint-Germain-des-Angles";"157";"ROUMOIS-NEUBOURG";100
"27547";"Saint-Germain-la-Campagne";"113";"PAYS D'AUGE";100
"27548";"Saint-Germain-sur-Avre";"072";"FAUX PERCHE";100
"27550";"Saint-Grégoire-du-Vièvre";"113";"PAYS D'AUGE";100
"27551";"Saint-Jean-de-la-Léqueraye";"113";"PAYS D'AUGE";100
"27552";"Saint-Jean-du-Thenney";"118";"PAYS D'OUCHE";100
"27553";"Saint-Julien-de-la-Liègue";"192";"VALLEE DE SEINE";100
"27554";"La Chapelle-Longueville";"192";"VALLEE DE SEINE";100
"27555";"Saint-Laurent-des-Bois";"072";"FAUX PERCHE";100
"27556";"Saint-Laurent-du-Tencement";"118";"PAYS D'OUCHE";100
"27557";"Saint-Léger-de-Rôtes";"118";"PAYS D'OUCHE";100
"27558";"Saint-Léger-du-Gennetey";"157";"ROUMOIS-NEUBOURG";100
"27560";"Saint-Luc";"072";"FAUX PERCHE";100
"27561";"Saint-Maclou";"113";"PAYS D'AUGE";100
"27562";"Saint-Marcel";"192";"VALLEE DE SEINE";100
"27563";"Saint-Mards-de-Blacarville";"113";"PAYS D'AUGE";100
"27564";"Saint-Mards-de-Fresne";"113";"PAYS D'AUGE";100
"27565";"Le Lesme";"118";"PAYS D'OUCHE";100
"27567";"Sainte-Marie-de-Vatimesnil";"179";"THELLES-VEXIN";100
"27568";"Sainte-Marthe";"118";"PAYS D'OUCHE";100
"27569";"Saint-Martin-du-Tilleul";"118";"PAYS D'OUCHE";100
"27570";"Saint-Martin-la-Campagne";"157";"ROUMOIS-NEUBOURG";100
"27571";"Saint-Martin-Saint-Firmin";"113";"PAYS D'AUGE";100
"27572";"Saint-Meslin-du-Bosc";"157";"ROUMOIS-NEUBOURG";100
"27576";"Sainte-Opportune-du-Bosc";"157";"ROUMOIS-NEUBOURG";100
"27577";"Sainte-Opportune-la-Mare";"157";"ROUMOIS-NEUBOURG";100
"27578";"Sainte-Marie-d'Attez";"118";"PAYS D'OUCHE";100
"27579";"Saint-Ouen-de-Pontcheuil";"157";"ROUMOIS-NEUBOURG";100
"27580";"Saint-Ouen-de-Thouberville";"157";"ROUMOIS-NEUBOURG";100
"27581";"Saint-Ouen-des-Champs";"157";"ROUMOIS-NEUBOURG";100
"27582";"Saint-Ouen-du-Tilleul";"157";"ROUMOIS-NEUBOURG";100
"27584";"Saint-Paul-de-Fourques";"157";"ROUMOIS-NEUBOURG";100
"27586";"Saint-Philbert-sur-Boissey";"157";"ROUMOIS-NEUBOURG";100
"27587";"Saint-Philbert-sur-Risle";"157";"ROUMOIS-NEUBOURG";100
"27589";"Saint-Pierre-de-Bailleul";"192";"VALLEE DE SEINE";100
"27590";"Saint-Pierre-de-Cernières";"118";"PAYS D'OUCHE";100
"27591";"Saint-Pierre-de-Cormeilles";"113";"PAYS D'AUGE";100
"27592";"Saint-Pierre-de-Salerne";"157";"ROUMOIS-NEUBOURG";100
"27593";"Saint-Pierre-des-Fleurs";"157";"ROUMOIS-NEUBOURG";100
"27594";"Saint-Pierre-des-Ifs";"113";"PAYS D'AUGE";100
"27595";"Saint-Pierre-du-Bosguérard";"157";"ROUMOIS-NEUBOURG";100
"27597";"Saint-Pierre-du-Val";"113";"PAYS D'AUGE";100
"27598";"Saint-Pierre-du-Vauvray";"192";"VALLEE DE SEINE";100
"27599";"Saint-Pierre-la-Garenne";"192";"VALLEE DE SEINE";100
"27600";"Saint-Quentin-des-Isles";"118";"PAYS D'OUCHE";100
"27601";"Saint-Samson-de-la-Roque";"157";"ROUMOIS-NEUBOURG";100
"27602";"Saint-Sébastien-de-Morsent";"118";"PAYS D'OUCHE";100
"27603";"Saint-Siméon";"113";"PAYS D'AUGE";100
"27604";"Saint-Sulpice-de-Grimbouville";"113";"PAYS D'AUGE";100
"27605";"Saint-Sylvestre-de-Cormeilles";"113";"PAYS D'AUGE";100
"27606";"Saint-Symphorien";"113";"PAYS D'AUGE";100
"27607";"Saint-Thurien";"157";"ROUMOIS-NEUBOURG";100
"27608";"Saint-Victor-de-Chrétienville";"118";"PAYS D'OUCHE";100
"27609";"Saint-Victor-d'Épine";"157";"ROUMOIS-NEUBOURG";100
"27610";"Saint-Victor-sur-Avre";"072";"FAUX PERCHE";100
"27611";"Saint-Vigor";"072";"FAUX PERCHE";100
"27612";"Saint-Vincent-des-Bois";"192";"VALLEE DE SEINE";100
"27613";"Saint-Vincent-du-Boulay";"113";"PAYS D'AUGE";100
"27614";"Sancourt";"179";"THELLES-VEXIN";100
"27615";"Sassey";"072";"FAUX PERCHE";100
"27616";"La Saussaye";"157";"ROUMOIS-NEUBOURG";100
"27617";"Saussay-la-Campagne";"179";"THELLES-VEXIN";100
"27618";"Sébécourt";"118";"PAYS D'OUCHE";100
"27620";"Selles";"113";"PAYS D'AUGE";100
"27621";"Serez";"072";"FAUX PERCHE";100
"27622";"Serquigny";"118";"PAYS D'OUCHE";100
"27623";"Surtauville";"192";"VALLEE DE SEINE";100
"27624";"Surville";"192";"VALLEE DE SEINE";100
"27625";"Suzay";"179";"THELLES-VEXIN";100
"27627";"Le Theil-Nolent";"113";"PAYS D'AUGE";100
"27629";"Thiberville";"113";"PAYS D'AUGE";100
"27630";"Thibouville";"157";"ROUMOIS-NEUBOURG";100
"27631";"Thierville";"157";"ROUMOIS-NEUBOURG";100
"27632";"Le Thil";"179";"THELLES-VEXIN";100
"27633";"Les Thilliers-en-Vexin";"179";"THELLES-VEXIN";100
"27635";"Le Thuit";"179";"THELLES-VEXIN";100
"27638";"Le Thuit de l'Oison";"157";"ROUMOIS-NEUBOURG";100
"27640";"Tilleul-Dame-Agnès";"157";"ROUMOIS-NEUBOURG";100
"27641";"Le Tilleul-Lambert";"157";"ROUMOIS-NEUBOURG";100
"27643";"Tillières-sur-Avre";"072";"FAUX PERCHE";100
"27644";"Tilly";"179";"THELLES-VEXIN";100
"27645";"Tocqueville";"157";"ROUMOIS-NEUBOURG";100
"27646";"Le Torpt";"113";"PAYS D'AUGE";100
"27649";"Touffreville";"179";"THELLES-VEXIN";100
"27650";"Tournedos-Bois-Hubert";"157";"ROUMOIS-NEUBOURG";100
"27652";"Tourneville";"157";"ROUMOIS-NEUBOURG";100
"27654";"Tourville-la-Campagne";"157";"ROUMOIS-NEUBOURG";100
"27655";"Tourville-sur-Pont-Audemer";"113";"PAYS D'AUGE";100
"27656";"Toutainville";"113";"PAYS D'AUGE";100
"27658";"Le Tremblay-Omonville";"157";"ROUMOIS-NEUBOURG";100
"27659";"La Trinité";"072";"FAUX PERCHE";100
"27660";"La Trinité-de-Réville";"118";"PAYS D'OUCHE";100
"27661";"La Trinité-de-Thouberville";"157";"ROUMOIS-NEUBOURG";100
"27662";"Triqueville";"113";"PAYS D'AUGE";100
"27663";"Le Troncq";"157";"ROUMOIS-NEUBOURG";100
"27664";"Le Tronquay";"179";"THELLES-VEXIN";100
"27665";"Trouville-la-Haule";"157";"ROUMOIS-NEUBOURG";100
"27666";"La Vacherie";"192";"VALLEE DE SEINE";100
"27667";"Valailles";"118";"PAYS D'OUCHE";100
"27668";"Le Val-David";"072";"FAUX PERCHE";100
"27669";"Valletot";"157";"ROUMOIS-NEUBOURG";100
"27670";"Vandrimare";"179";"THELLES-VEXIN";100
"27671";"Vannecrocq";"113";"PAYS D'AUGE";100
"27672";"Vascœuil";"179";"THELLES-VEXIN";100
"27673";"Vatteville";"179";"THELLES-VEXIN";100
"27674";"Vaux-sur-Eure";"072";"FAUX PERCHE";100
"27676";"Les Trois Lacs";"192";"VALLEE DE SEINE";100
"27677";"Venon";"157";"ROUMOIS-NEUBOURG";100
"27678";"Les Ventes";"072";"FAUX PERCHE";100
"27680";"Verneusses";"118";"PAYS D'OUCHE";100
"27681";"Vernon";"192";"VALLEE DE SEINE";100
"27682";"Vesly";"179";"THELLES-VEXIN";100
"27683";"Vézillon";"179";"THELLES-VEXIN";100
"27684";"Le Vieil-Évreux";"072";"FAUX PERCHE";100
"27685";"La Vieille-Lyre";"118";"PAYS D'OUCHE";100
"27686";"Vieux-Port";"157";"ROUMOIS-NEUBOURG";100
"27689";"Villegats";"072";"FAUX PERCHE";100
"27690";"Villers-en-Vexin";"179";"THELLES-VEXIN";100
"27691";"Villers-sur-le-Roule";"192";"VALLEE DE SEINE";100
"27692";"Villettes";"157";"ROUMOIS-NEUBOURG";100
"27693";"Sylvains-Lès-Moulins";"072";"FAUX PERCHE";100
"27694";"Villez-sous-Bailleul";"192";"VALLEE DE SEINE";100
"27695";"Villez-sur-le-Neubourg";"157";"ROUMOIS-NEUBOURG";100
"27696";"Villiers-en-Désœuvre";"072";"FAUX PERCHE";100
"27697";"Vironvay";"192";"VALLEE DE SEINE";100
"27698";"Vitot";"157";"ROUMOIS-NEUBOURG";100
"27699";"Voiscreville";"157";"ROUMOIS-NEUBOURG";100
"27700";"Vraiville";"157";"ROUMOIS-NEUBOURG";100
"27701";"Val-de-Reuil";"192";"VALLEE DE SEINE";100
"28001";"Abondant";"068";"DROUAIS-THYMERAIS";100
"28002";"Allaines-Mervilliers";"019";"BEAUCE - GATINAIS";100
"28003";"Allainville";"068";"DROUAIS-THYMERAIS";100
"28004";"Allonnes";"019";"BEAUCE - GATINAIS";100
"28005";"Alluyes";"019";"BEAUCE - GATINAIS";100
"28006";"Amilly";"019";"BEAUCE - GATINAIS";100
"28007";"Anet";"068";"DROUAIS-THYMERAIS";100
"28008";"Ardelles";"068";"DROUAIS-THYMERAIS";100
"28009";"Ardelu";"019";"BEAUCE - GATINAIS";100
"28010";"Argenvilliers";"120";"PERCHE";100
"28012";"Commune nouvelle d'Arrou";"072";"FAUX PERCHE";100
"28013";"Aunay-sous-Auneau";"019";"BEAUCE - GATINAIS";100
"28014";"Aunay-sous-Crécy";"068";"DROUAIS-THYMERAIS";100
"28016";"Les Autels-Villevillon";"120";"PERCHE";100
"28018";"Authon-du-Perche";"120";"PERCHE";100
"28019";"Baigneaux";"019";"BEAUCE - GATINAIS";100
"28021";"Bailleau-le-Pin";"068";"DROUAIS-THYMERAIS";100
"28022";"Bailleau-l'Évêque";"019";"BEAUCE - GATINAIS";100
"28023";"Bailleau-Armenonville";"068";"DROUAIS-THYMERAIS";100
"28024";"Barjouville";"019";"BEAUCE - GATINAIS";100
"28025";"Barmainville";"019";"BEAUCE - GATINAIS";100
"28026";"Baudreville";"019";"BEAUCE - GATINAIS";100
"28027";"La Bazoche-Gouet";"120";"PERCHE";100
"28028";"Bazoches-en-Dunois";"019";"BEAUCE - GATINAIS";100
"28029";"Bazoches-les-Hautes";"019";"BEAUCE - GATINAIS";100
"28030";"Beauche";"068";"DROUAIS-THYMERAIS";100
"28031";"Beaumont-les-Autels";"120";"PERCHE";100
"28032";"Beauvilliers";"019";"BEAUCE - GATINAIS";100
"28033";"Belhomert-Guéhouville";"072";"FAUX PERCHE";100
"28034";"Berchères-Saint-Germain";"068";"DROUAIS-THYMERAIS";100
"28035";"Berchères-les-Pierres";"019";"BEAUCE - GATINAIS";100
"28036";"Berchères-sur-Vesgre";"068";"DROUAIS-THYMERAIS";100
"28037";"Bérou-la-Mulotière";"068";"DROUAIS-THYMERAIS";100
"28038";"Béthonvilliers";"120";"PERCHE";100
"28039";"Béville-le-Comte";"019";"BEAUCE - GATINAIS";100
"28040";"Billancelles";"068";"DROUAIS-THYMERAIS";100
"28041";"Blandainville";"068";"DROUAIS-THYMERAIS";100
"28045";"Boissy-en-Drouais";"068";"DROUAIS-THYMERAIS";100
"28046";"Boissy-lès-Perche";"120";"PERCHE";100
"28047";"Boisville-la-Saint-Père";"019";"BEAUCE - GATINAIS";100
"28048";"La Bourdinière-Saint-Loup";"068";"DROUAIS-THYMERAIS";100
"28049";"Boncé";"019";"BEAUCE - GATINAIS";100
"28050";"Boncourt";"068";"DROUAIS-THYMERAIS";100
"28051";"Bonneval";"019";"BEAUCE - GATINAIS";100
"28052";"Bouglainval";"068";"DROUAIS-THYMERAIS";100
"28053";"Le Boullay-les-Deux-Églises";"068";"DROUAIS-THYMERAIS";100
"28054";"Le Boullay-Mivoye";"068";"DROUAIS-THYMERAIS";100
"28055";"Le Boullay-Thierry";"068";"DROUAIS-THYMERAIS";100
"28056";"Boutigny-Prouais";"068";"DROUAIS-THYMERAIS";100
"28057";"Bouville";"019";"BEAUCE - GATINAIS";100
"28058";"Bréchamps";"068";"DROUAIS-THYMERAIS";100
"28059";"Brezolles";"068";"DROUAIS-THYMERAIS";100
"28060";"Briconville";"068";"DROUAIS-THYMERAIS";100
"28061";"Brou";"072";"FAUX PERCHE";100
"28062";"Broué";"068";"DROUAIS-THYMERAIS";100
"28063";"Brunelles";"120";"PERCHE";100
"28064";"Bû";"068";"DROUAIS-THYMERAIS";100
"28065";"Bullainville";"019";"BEAUCE - GATINAIS";100
"28067";"Cernay";"068";"DROUAIS-THYMERAIS";100
"28068";"Challet";"068";"DROUAIS-THYMERAIS";100
"28070";"Champhol";"068";"DROUAIS-THYMERAIS";100
"28071";"Champrond-en-Gâtine";"072";"FAUX PERCHE";100
"28072";"Champrond-en-Perchet";"120";"PERCHE";100
"28073";"Champseru";"019";"BEAUCE - GATINAIS";100
"28074";"La Chapelle-d'Aunainville";"019";"BEAUCE - GATINAIS";100
"28075";"La Chapelle-du-Noyer";"019";"BEAUCE - GATINAIS";100
"28076";"La Chapelle-Forainvilliers";"068";"DROUAIS-THYMERAIS";100
"28077";"La Chapelle-Fortin";"120";"PERCHE";100
"28078";"Chapelle-Guillaume";"120";"PERCHE";100
"28079";"Chapelle-Royale";"120";"PERCHE";100
"28080";"Charbonnières";"120";"PERCHE";100
"28081";"Charonville";"068";"DROUAIS-THYMERAIS";100
"28082";"Charpont";"068";"DROUAIS-THYMERAIS";100
"28084";"Chartainvilliers";"068";"DROUAIS-THYMERAIS";100
"28085";"Chartres";"019";"BEAUCE - GATINAIS";100
"28086";"Chassant";"072";"FAUX PERCHE";100
"28087";"Châtaincourt";"068";"DROUAIS-THYMERAIS";100
"28088";"Châteaudun";"019";"BEAUCE - GATINAIS";100
"28089";"Châteauneuf-en-Thymerais";"068";"DROUAIS-THYMERAIS";100
"28090";"Les Châtelets";"068";"DROUAIS-THYMERAIS";100
"28091";"Les Châtelliers-Notre-Dame";"068";"DROUAIS-THYMERAIS";100
"28092";"Châtenay";"019";"BEAUCE - GATINAIS";100
"28094";"Chaudon";"068";"DROUAIS-THYMERAIS";100
"28095";"Chauffours";"068";"DROUAIS-THYMERAIS";100
"28096";"La Chaussée-d'Ivry";"068";"DROUAIS-THYMERAIS";100
"28098";"Cherisy";"068";"DROUAIS-THYMERAIS";100
"28099";"Chuisnes";"068";"DROUAIS-THYMERAIS";100
"28100";"Cintray";"019";"BEAUCE - GATINAIS";100
"28102";"Clévilliers";"068";"DROUAIS-THYMERAIS";100
"28103";"Cloyes-les-Trois-Rivières";"072";"FAUX PERCHE";100
"28104";"Coltainville";"068";"DROUAIS-THYMERAIS";100
"28105";"Combres";"072";"FAUX PERCHE";100
"28106";"Conie-Molitard";"019";"BEAUCE - GATINAIS";100
"28107";"Corancez";"019";"BEAUCE - GATINAIS";100
"28108";"Cormainville";"019";"BEAUCE - GATINAIS";100
"28109";"Les Corvées-les-Yys";"072";"FAUX PERCHE";100
"28110";"Le Coudray";"019";"BEAUCE - GATINAIS";100
"28111";"Coudray-au-Perche";"120";"PERCHE";100
"28112";"Coudreceau";"072";"FAUX PERCHE";100
"28113";"Coulombs";"068";"DROUAIS-THYMERAIS";100
"28114";"Courbehaye";"019";"BEAUCE - GATINAIS";100
"28116";"Courville-sur-Eure";"068";"DROUAIS-THYMERAIS";100
"28117";"Crécy-Couvé";"068";"DROUAIS-THYMERAIS";100
"28118";"Croisilles";"068";"DROUAIS-THYMERAIS";100
"28119";"La Croix-du-Perche";"072";"FAUX PERCHE";100
"28120";"Crucey-Villages";"068";"DROUAIS-THYMERAIS";100
"28121";"Dambron";"019";"BEAUCE - GATINAIS";100
"28122";"Dammarie";"019";"BEAUCE - GATINAIS";100
"28123";"Dampierre-sous-Brou";"072";"FAUX PERCHE";100
"28124";"Dampierre-sur-Avre";"068";"DROUAIS-THYMERAIS";100
"28126";"Dancy";"019";"BEAUCE - GATINAIS";100
"28127";"Dangeau";"072";"FAUX PERCHE";100
"28128";"Dangers";"068";"DROUAIS-THYMERAIS";100
"28129";"Denonville";"019";"BEAUCE - GATINAIS";100
"28130";"Digny";"120";"PERCHE";100
"28132";"Donnemain-Saint-Mamès";"019";"BEAUCE - GATINAIS";100
"28134";"Dreux";"068";"DROUAIS-THYMERAIS";100
"28135";"Droue-sur-Drouette";"068";"DROUAIS-THYMERAIS";100
"28136";"Écluzelles";"068";"DROUAIS-THYMERAIS";100
"28137";"Écrosnes";"068";"DROUAIS-THYMERAIS";100
"28139";"Épeautrolles";"068";"DROUAIS-THYMERAIS";100
"28140";"Épernon";"068";"DROUAIS-THYMERAIS";100
"28141";"Ermenonville-la-Grande";"068";"DROUAIS-THYMERAIS";100
"28142";"Ermenonville-la-Petite";"068";"DROUAIS-THYMERAIS";100
"28143";"Escorpain";"068";"DROUAIS-THYMERAIS";100
"28144";"Les Étilleux";"120";"PERCHE";100
"28146";"Faverolles";"068";"DROUAIS-THYMERAIS";100
"28147";"Favières";"068";"DROUAIS-THYMERAIS";100
"28148";"Le Favril";"068";"DROUAIS-THYMERAIS";100
"28149";"La Ferté-Vidame";"120";"PERCHE";100
"28151";"Fessanvilliers-Mattanvilliers";"068";"DROUAIS-THYMERAIS";100
"28153";"Flacey";"019";"BEAUCE - GATINAIS";100
"28154";"Fontaine-la-Guyon";"068";"DROUAIS-THYMERAIS";100
"28155";"Fontaine-les-Ribouts";"068";"DROUAIS-THYMERAIS";100
"28156";"Fontaine-Simon";"072";"FAUX PERCHE";100
"28157";"Fontenay-sur-Conie";"019";"BEAUCE - GATINAIS";100
"28158";"Fontenay-sur-Eure";"019";"BEAUCE - GATINAIS";100
"28159";"La Framboisière";"120";"PERCHE";100
"28160";"Francourville";"019";"BEAUCE - GATINAIS";100
"28161";"Frazé";"072";"FAUX PERCHE";100
"28162";"Fresnay-le-Comte";"019";"BEAUCE - GATINAIS";100
"28163";"Fresnay-le-Gilmert";"068";"DROUAIS-THYMERAIS";100
"28164";"Fresnay-l'Évêque";"019";"BEAUCE - GATINAIS";100
"28165";"Frétigny";"072";"FAUX PERCHE";100
"28166";"Friaize";"072";"FAUX PERCHE";100
"28167";"Fruncé";"068";"DROUAIS-THYMERAIS";100
"28168";"Gallardon";"068";"DROUAIS-THYMERAIS";100
"28169";"Garancières-en-Beauce";"019";"BEAUCE - GATINAIS";100
"28170";"Garancières-en-Drouais";"068";"DROUAIS-THYMERAIS";100
"28171";"Garnay";"068";"DROUAIS-THYMERAIS";100
"28172";"Gas";"068";"DROUAIS-THYMERAIS";100
"28173";"Gasville-Oisème";"068";"DROUAIS-THYMERAIS";100
"28175";"La Gaudaine";"120";"PERCHE";100
"28176";"Le Gault-Saint-Denis";"019";"BEAUCE - GATINAIS";100
"28177";"Gellainville";"019";"BEAUCE - GATINAIS";100
"28178";"Germainville";"068";"DROUAIS-THYMERAIS";100
"28180";"Gilles";"068";"DROUAIS-THYMERAIS";100
"28182";"Gohory";"072";"FAUX PERCHE";100
"28183";"Gommerville";"019";"BEAUCE - GATINAIS";100
"28184";"Gouillons";"019";"BEAUCE - GATINAIS";100
"28185";"Goussainville";"068";"DROUAIS-THYMERAIS";100
"28187";"Guainville";"068";"DROUAIS-THYMERAIS";100
"28188";"Le Gué-de-Longroi";"019";"BEAUCE - GATINAIS";100
"28189";"Guilleville";"019";"BEAUCE - GATINAIS";100
"28190";"Guillonville";"019";"BEAUCE - GATINAIS";100
"28191";"Hanches";"068";"DROUAIS-THYMERAIS";100
"28192";"Happonvilliers";"072";"FAUX PERCHE";100
"28193";"Havelu";"068";"DROUAIS-THYMERAIS";100
"28194";"Houville-la-Branche";"019";"BEAUCE - GATINAIS";100
"28195";"Houx";"068";"DROUAIS-THYMERAIS";100
"28196";"Illiers-Combray";"068";"DROUAIS-THYMERAIS";100
"28197";"Intréville";"019";"BEAUCE - GATINAIS";100
"28198";"Jallans";"019";"BEAUCE - GATINAIS";100
"28199";"Janville";"019";"BEAUCE - GATINAIS";100
"28200";"Jaudrais";"120";"PERCHE";100
"28201";"Jouy";"068";"DROUAIS-THYMERAIS";100
"28202";"Lamblore";"120";"PERCHE";100
"28203";"Landelles";"068";"DROUAIS-THYMERAIS";100
"28205";"Lanneray";"019";"BEAUCE - GATINAIS";100
"28206";"Laons";"068";"DROUAIS-THYMERAIS";100
"28207";"Léthuin";"019";"BEAUCE - GATINAIS";100
"28208";"Levainville";"019";"BEAUCE - GATINAIS";100
"28209";"Lèves";"019";"BEAUCE - GATINAIS";100
"28210";"Levesville-la-Chenard";"019";"BEAUCE - GATINAIS";100
"28211";"Logron";"019";"BEAUCE - GATINAIS";100
"28212";"Loigny-la-Bataille";"019";"BEAUCE - GATINAIS";100
"28213";"Lormaye";"068";"DROUAIS-THYMERAIS";100
"28214";"La Loupe";"072";"FAUX PERCHE";100
"28215";"Louville-la-Chenard";"019";"BEAUCE - GATINAIS";100
"28216";"Louvilliers-en-Drouais";"068";"DROUAIS-THYMERAIS";100
"28217";"Louvilliers-lès-Perche";"120";"PERCHE";100
"28218";"Lucé";"019";"BEAUCE - GATINAIS";100
"28219";"Luigny";"120";"PERCHE";100
"28220";"Luisant";"019";"BEAUCE - GATINAIS";100
"28221";"Lumeau";"019";"BEAUCE - GATINAIS";100
"28222";"Luplanté";"068";"DROUAIS-THYMERAIS";100
"28223";"Luray";"068";"DROUAIS-THYMERAIS";100
"28225";"Magny";"068";"DROUAIS-THYMERAIS";100
"28226";"Maillebois";"068";"DROUAIS-THYMERAIS";100
"28227";"Maintenon";"068";"DROUAIS-THYMERAIS";100
"28229";"Mainvilliers";"019";"BEAUCE - GATINAIS";100
"28230";"Maisons";"019";"BEAUCE - GATINAIS";100
"28231";"La Mancelière";"068";"DROUAIS-THYMERAIS";100
"28232";"Manou";"072";"FAUX PERCHE";100
"28233";"Marboué";"019";"BEAUCE - GATINAIS";100
"28234";"Marchéville";"068";"DROUAIS-THYMERAIS";100
"28235";"Marchezais";"068";"DROUAIS-THYMERAIS";100
"28236";"Margon";"120";"PERCHE";100
"28237";"Marolles-les-Buis";"072";"FAUX PERCHE";100
"28239";"Marville-Moutiers-Brûlé";"068";"DROUAIS-THYMERAIS";100
"28240";"Meaucé";"072";"FAUX PERCHE";100
"28242";"Méréglise";"068";"DROUAIS-THYMERAIS";100
"28243";"Mérouville";"019";"BEAUCE - GATINAIS";100
"28245";"Meslay-le-Grenet";"068";"DROUAIS-THYMERAIS";100
"28246";"Meslay-le-Vidame";"019";"BEAUCE - GATINAIS";100
"28247";"Le Mesnil-Simon";"068";"DROUAIS-THYMERAIS";100
"28248";"Le Mesnil-Thomas";"120";"PERCHE";100
"28249";"Mévoisins";"068";"DROUAIS-THYMERAIS";100
"28251";"Mézières-en-Drouais";"068";"DROUAIS-THYMERAIS";100
"28252";"Miermaigne";"120";"PERCHE";100
"28253";"Mignières";"019";"BEAUCE - GATINAIS";100
"28254";"Mittainvilliers-Vérigny";"068";"DROUAIS-THYMERAIS";100
"28255";"Moinville-la-Jeulin";"019";"BEAUCE - GATINAIS";100
"28256";"Moléans";"019";"BEAUCE - GATINAIS";100
"28257";"Mondonville-Saint-Jean";"019";"BEAUCE - GATINAIS";100
"28259";"Montboissier";"019";"BEAUCE - GATINAIS";100
"28260";"Montharville";"019";"BEAUCE - GATINAIS";100
"28261";"Montigny-le-Chartif";"072";"FAUX PERCHE";100
"28263";"Montigny-sur-Avre";"068";"DROUAIS-THYMERAIS";100
"28264";"Montireau";"072";"FAUX PERCHE";100
"28265";"Montlandon";"072";"FAUX PERCHE";100
"28267";"Montreuil";"068";"DROUAIS-THYMERAIS";100
"28268";"Morainville";"019";"BEAUCE - GATINAIS";100
"28269";"Morancez";"019";"BEAUCE - GATINAIS";100
"28270";"Moriers";"019";"BEAUCE - GATINAIS";100
"28271";"Morvilliers";"120";"PERCHE";100
"28272";"Mottereau";"072";"FAUX PERCHE";100
"28273";"Moulhard";"120";"PERCHE";100
"28274";"Moutiers";"019";"BEAUCE - GATINAIS";100
"28275";"Néron";"068";"DROUAIS-THYMERAIS";100
"28276";"Neuvy-en-Beauce";"019";"BEAUCE - GATINAIS";100
"28277";"Neuvy-en-Dunois";"019";"BEAUCE - GATINAIS";100
"28278";"Nogent-le-Phaye";"019";"BEAUCE - GATINAIS";100
"28279";"Nogent-le-Roi";"068";"DROUAIS-THYMERAIS";100
"28280";"Nogent-le-Rotrou";"120";"PERCHE";100
"28281";"Nogent-sur-Eure";"068";"DROUAIS-THYMERAIS";100
"28282";"Nonvilliers-Grandhoux";"072";"FAUX PERCHE";100
"28283";"Nottonville";"019";"BEAUCE - GATINAIS";100
"28284";"Oinville-Saint-Liphard";"019";"BEAUCE - GATINAIS";100
"28285";"Oinville-sous-Auneau";"019";"BEAUCE - GATINAIS";100
"28286";"Ollé";"068";"DROUAIS-THYMERAIS";100
"28287";"Orgères-en-Beauce";"019";"BEAUCE - GATINAIS";100
