ID_ESSAI;ID_ESPECE;ESPECE;ANNEE;ID_DEPARTEMENT;DEPARTEMENT;NB_PARCELLE (rdt15);Responsable;Code postal;Site expérimental;Commune
143416;49;SORGHO (HORS SEMENCE);2018;26;DROME;54;Y.Pousset;26800;Pouzol;ETOILE-SUR-RHONE
143418;49;SORGHO (HORS SEMENCE);2018;47;LOT ET GARONNE;54;LORGEOU;47600;;NERAC
143419;49;SORGHO (HORS SEMENCE);2018;31;HAUTE GARONNE;52;LORGEOU;31290;;AVIGNONET-LAURAGAIS
143420;49;SORGHO (HORS SEMENCE);2018;82;TARN ET GARONNE;53;LORGEOU;82440;REALVILLE;REALVILLE
143421;49;SORGHO (HORS SEMENCE);2018;82;TARN ET GARONNE;52;LORGEOU;82340;;AUVILLAR
143422;49;SORGHO (HORS SEMENCE);2018;82;TARN ET GARONNE;43;LORGEOU;82190;;SAINT-NAZAIRE-DE-VALENTANE
143425;49;SORGHO (HORS SEMENCE);2018;32;GERS;30;LORGEOU;32120;;SARRANT
143426;49;SORGHO (HORS SEMENCE);2018;34;HERAULT;43;;34830;;CLAPIERS
143427;49;SORGHO (HORS SEMENCE);2018;81;TARN;54;LORGEOU;81150;;BERNAC
143428;49;SORGHO (HORS SEMENCE);2018;82;TARN ET GARONNE;44;LORGEOU;82440;;REALVILLE
143429;49;SORGHO (HORS SEMENCE);2018;31;HAUTE GARONNE;45;LORGEOU;31380;;GRAGNAGUE
143430;49;SORGHO (HORS SEMENCE);2018;17;CHARENTE MARITIME;27;DESCHAMPS;17700;;SAINT-GEORGES-DU-BOIS
143431;49;SORGHO (HORS SEMENCE);2018;17;CHARENTE MARITIME;27;LORGEOU;17700;;SAINT-PIERRE-D'AMILLY
143432;49;SORGHO (HORS SEMENCE);2018;17;CHARENTE MARITIME;27;LORGEOU;17540;;ANAIS
143433;49;SORGHO (HORS SEMENCE);2018;37;INDRE ET LOIRE;25;LORGEOU;37310;;AZAY-SUR-INDRE
143435;49;SORGHO (HORS SEMENCE);2018;38;ISERE;27;LORGEOU;38260;;THODURE
143436;49;SORGHO (HORS SEMENCE);2018;86;VIENNE;27;LORGEOU;86190;;BERUGES
143437;49;SORGHO (HORS SEMENCE);2018;86;VIENNE;27;LORGEOU;86600;;LUSIGNAN
143438;49;SORGHO (HORS SEMENCE);2018;86;VIENNE;27;LORGEOU;86300;;VALDIVIENNE
143441;49;SORGHO (HORS SEMENCE);2018;31;HAUTE GARONNE;54;LACHURIE;31450;MONTESQUIEU LAURAGAIS;MONTESQUIEU-LAURAGAIS
143442;49;SORGHO (HORS SEMENCE);2018;26;DROME;45;Y Pousset;26800;Pouzol;ETOILE-SUR-RHONE
143443;49;SORGHO (HORS SEMENCE);2018;26;DROME;45;LORGEOU;26700;;PIERRELATTE
143445;49;SORGHO (HORS SEMENCE);2018;82;TARN ET GARONNE;54;LORGEOU;82340;;AUVILLAR
143446;49;SORGHO (HORS SEMENCE);2018;47;LOT ET GARONNE;45;LORGEOU;47600;;NERAC
143447;49;SORGHO (HORS SEMENCE);2018;34;HERAULT;45;LORGEOU;34830;;CLAPIERS
143448;49;SORGHO (HORS SEMENCE);2018;82;TARN ET GARONNE;45;LORGEOU;82440;;REALVILLE
143449;49;SORGHO (HORS SEMENCE);2018;31;HAUTE GARONNE;52;LORGEOU;31290;;AVIGNONET-LAURAGAIS
143464;47;MAIS GRAIN;2018;45;LOIRET;90;FLODROPS;45300;LOLAINVILLE;ENGENVILLE
143465;47;MAIS GRAIN;2018;45;LOIRET;108;FLODROPS;45300;LOLAINVILLE;ENGENVILLE
143466;47;MAIS GRAIN;2018;45;LOIRET;108;LORGEOU;45300;LOLAINVILLE;ENGENVILLE
143468;47;MAIS GRAIN;2018;58;NIEVRE;90;FLODROPS;58150;;SAINT-QUENTIN-SUR-NOHAIN
143469;47;MAIS GRAIN;2018;64;PYRENEES ATLANTIQUES;81;C. ALIAGA;64160;BUROS;BUROS
143470;47;MAIS GRAIN;2018;38;ISERE;81;LORGEOU;38240;;MEYLAN
143471;47;MAIS GRAIN;2018;64;PYRENEES ATLANTIQUES;72;C. ALIAGA;64160;BUROS;BUROS
143472;47;MAIS GRAIN;2018;31;HAUTE GARONNE;32;LACHURIE Jean-Pierre;31450;MONTESQUIEU LAURAGAIS;MONTESQUIEU-LAURAGAIS
143473;47;MAIS GRAIN;2018;40;LANDES;32;C. ALIAGA;40400;TARTAS;TARTAS
143474;47;MAIS GRAIN;2018;32;GERS;32;LORGEOU;32400;Ferme Vivadour;RISCLE
143479;47;MAIS GRAIN;2018;29;FINISTERE;71;QUEMENER / MASSON;29530;LANDELEAU;LANDELEAU
143480;47;MAIS GRAIN;2018;8;ARDENNES;53;LORGEOU;8220;;SAINT-QUENTIN-LE-PETIT
143482;47;MAIS GRAIN;2018;67;BAS RHIN;84;LASSERRE;67230;;WESTHOUSE
143490;47;MAIS GRAIN;2018;33;GIRONDE;63;GROSSOLEIL;33230;ST MEDARD DE GUIZIERES;SAINT-MEDARD-DE-GUIZIERES
143492;47;MAIS GRAIN;2018;80;SOMME;18;AS COLLART;80200;;ESTREES-MONS
143493;47;MAIS GRAIN;2018;56;MORBIHAN;18;QUEMENER / MASSON;56500;Le naud;BIGNAN
143495;47;MAIS GRAIN;2018;68;HAUT RHIN;29;Lasserre Didier;68190;ENSISHEIM;ENSISHEIM
143496;47;MAIS GRAIN;2018;17;CHARENTE MARITIME;30;Moynier Jean-Louis;17170;LA LAIGNE;LA LAIGNE
143497;47;MAIS GRAIN;2018;69;RHONE;30;TSCHEILLER Romain;69330;PUSIGNAN;PUSIGNAN
143499;47;MAIS GRAIN;2018;64;PYRENEES ATLANTIQUES;27;Lorgeou;64121;ARVALIS;MONTARDON
143501;47;MAIS GRAIN;2018;40;LANDES;71;C. ALIAGA;40250;SOUPROSSE;SOUPROSSE
143502;47;MAIS GRAIN;2018;26;DROME;69;;26120;MONTMEYRAN;MONTMEYRAN
143519;47;MAIS GRAIN;2018;39;JURA;12;CHAVASSIEUX D;39410;SAINT AUBIN;SAINT-AUBIN
143543;40;BLE DUR;2018;17;CHARENTE MARITIME;32;Jean-Louis Moynier;17700;Curé Cerisier;SAINT-GEORGES-DU-BOIS
143544;17;BLE TENDRE;2018;3;ALLIER;88;Chloé Malaval-Juery;3210;Besson;BESSON
143548;94;INTERESPECES TOUTES CULTURES DE VENTE;2018;85;VENDEE;15;Alain Bouthier;85420;OULMES FERTILIMIT;OULMES
143549;94;INTERESPECES TOUTES CULTURES DE VENTE;2018;85;VENDEE;15;Alain Bouthier;85420;OULMES FERTIOPTI;OULMES
143551;27;ORGE D'HIVER;2018;56;MORBIHAN;39;Quemener-Masson;56500;Parc n°9 Charlo;BIGNAN
143556;17;BLE TENDRE;2018;91;ESSONNE;37;PERRIOT;91720;BOIGNEVILLE;BOIGNEVILLE
143557;17;BLE TENDRE;2018;91;ESSONNE;39;PERRIOT;91720;;BOIGNEVILLE
143558;17;BLE TENDRE;2018;28;EURE ET LOIR;104;Philippe DU CHEYRON;28310;SCAEL;FRESNAY-L'EVEQUE
143559;17;BLE TENDRE;2018;91;ESSONNE;120;Delphine BOUTTET;91490;(Site non précisé);MILLY-LA-FORET
143561;17;BLE TENDRE;2018;60;OISE;191;T Denis;60800;TRUMILLY;TRUMILLY
143562;17;BLE TENDRE;2018;60;OISE;165;T Denis;60800;TRUMILLY;TRUMILLY
143564;28;ORGE DE PRINTEMPS;2018;17;CHARENTE MARITIME;80;Céline Drillaud;17240;;BOIS
143565;28;ORGE DE PRINTEMPS;2018;17;CHARENTE MARITIME;48;Celine Drillaud;17700;;SURGERES
143570;96;TOUTES ESPECES;2018;69;RHONE;1;Yves POUSSET;69330;PUSIGNAN;PUSIGNAN
143572;47;MAIS GRAIN;2018;40;LANDES;63;G. Vericel;40250;SOUPROSSE;SOUPROSSE
143573;47;MAIS GRAIN;2018;47;LOT ET GARONNE;42;DUCELLIER;47210;;SAINT-ETIENNE-DE-VILLEREAL
143583;47;MAIS GRAIN;2018;68;HAUT RHIN;39;LARROUDE Philippe;68250;ROUFFACH;ROUFFACH
143586;47;MAIS GRAIN;2018;40;LANDES;47;DIEZLA;40320;MIRAMONT;MIRAMONT-SENSACQ
143587;47;MAIS GRAIN;2018;64;PYRENEES ATLANTIQUES;48;DIEZLA;64410;VIGNES;VIGNES
143588;47;MAIS GRAIN;2018;64;PYRENEES ATLANTIQUES;40;DIEZLA;64410;VIGNES;VIGNES
143589;47;MAIS GRAIN;2018;40;LANDES;39;DIEZLA;40320;MIRAMONT;MIRAMONT-SENSACQ
143590;47;MAIS GRAIN;2018;64;PYRENEES ATLANTIQUES;38;DIEZLA;64530;PONTACQ;PONTACQ
143591;47;MAIS GRAIN;2018;64;PYRENEES ATLANTIQUES;40;DIEZLA;64530;PONTACQ;PONTACQ
143593;47;MAIS GRAIN;2018;64;PYRENEES ATLANTIQUES;45;DIEZLA;64530;PONTACQ;PONTACQ
143595;47;MAIS GRAIN;2018;80;SOMME;18;AS COLLART;80200;;ESTREES-MONS
143596;47;MAIS GRAIN;2018;41;LOIR ET CHER;48;Mr FLODROPS;41240;;TRIPLEVILLE
143601;47;MAIS GRAIN;2018;64;PYRENEES ATLANTIQUES;44;L. MAUNAS;64121;MONTARDON;MONTARDON
143604;47;MAIS GRAIN;2018;40;LANDES;24;L. MAUNAS;40400;AUDON;AUDON
143608;47;MAIS GRAIN;2018;64;PYRENEES ATLANTIQUES;82;;64121;;MONTARDON
143620;47;MAIS GRAIN;2018;0;Département non précisé;16;JB Thibord;0;;(Commune non précisée)
143621;47;MAIS GRAIN;2018;0;Département non précisé;16;JB Thibord;0;;(Commune non précisée)
143622;47;MAIS GRAIN;2018;0;Département non précisé;16;JB Thibord;0;;(Commune non précisée)
143623;47;MAIS GRAIN;2018;0;Département non précisé;16;JB Thibord;0;;(Commune non précisée)
143626;46;MAIS SEMENCES;2018;31;HAUTE GARONNE;48;JP.LACHURIE;31450;Station d'EN CRAMBADE;MONTESQUIEU-LAURAGAIS
143627;46;MAIS SEMENCES;2018;26;DROME;36;Y.POUSSET;26800;;ETOILE-SUR-RHONE
143631;46;MAIS SEMENCES;2018;26;DROME;8;Thibord/Pousset;26800;ETOILE SUR RHONE;ETOILE-SUR-RHONE
143633;47;MAIS GRAIN;2018;56;MORBIHAN;14;QUEMENER / MASSON;56500;Le Cosquer;MOREAC
143648;47;MAIS GRAIN;2018;67;BAS RHIN;76;FONTAINE Bruno;67600;EBERSHEIM;EBERSHEIM
143649;96;TOUTES ESPECES;2018;24;DORDOGNE;11;;24100;;BERGERAC
143650;96;TOUTES ESPECES;2018;17;CHARENTE MARITIME;6;Thibaud Deschamps;17700;Magneraud;SAINT-PIERRE-D'AMILLY
143654;96;TOUTES ESPECES;2018;63;PUY DE DOME;1;Chloé Malaval-Juery;63270;vic-le-comte;VIC-LE-COMTE
143657;27;ORGE D'HIVER;2018;56;MORBIHAN;35;E.MASSON/E.QUEMENER;56390;COLPO;COLPO
143658;47;MAIS GRAIN;2018;56;MORBIHAN;54;QUEMENER / MASSON;56500;(Le naud);BIGNAN
143662;47;MAIS GRAIN;2018;45;LOIRET;54;FLODROPS;45130;RESTREINT;BACCON
143663;47;MAIS GRAIN;2018;28;EURE ET LOIR;52;LORGEOU;28150;;RECLAINVILLE
143664;47;MAIS GRAIN;2018;51;MARNE;63;LORGEOU;51300;;THIEBLEMONT-FAREMONT
143667;47;MAIS GRAIN;2018;28;EURE ET LOIR;52;;28310;;GOUILLONS
143668;47;MAIS GRAIN;2018;62;PAS DE CALAIS;53;LORGEOU;62182;;VILLERS-LES-CAGNICOURT
143669;47;MAIS GRAIN;2018;3;ALLIER;54;LORGEOU;3340;;LA FERTE-HAUTERIVE
143670;28;ORGE DE PRINTEMPS;2018;51;MARNE;120;A.DECARRIER;51460;AREP;POIX
143681;17;BLE TENDRE;2018;86;VIENNE;28;Deschamps;86600;Basse Vallée;LUSIGNAN
143684;17;BLE TENDRE;2018;69;RHONE;30;Yves POUSSET;69330;PUSIGNAN;PUSIGNAN
143685;17;BLE TENDRE;2018;86;VIENNE;28;Deschamps;86600;Basse Vallée;LUSIGNAN
143686;17;BLE TENDRE;2018;56;MORBIHAN;36;QUEMENER / MASSON;56500;Bignan - J. Robin;BIGNAN
143688;17;BLE TENDRE;2018;56;MORBIHAN;36;QUEMENER / MASSON;56500;Bignan - J. Robin;BIGNAN
143690;17;BLE TENDRE;2018;51;MARNE;27;A. Decarrier;51600;LA CHEPPE;LA CHEPPE
143691;17;BLE TENDRE;2018;2;AISNE;24;G. COULEAUD;2590;TRIOMPH;AUBIGNY-AUX-KAISNES
143693;17;BLE TENDRE;2018;51;MARNE;25;A. Decarrier;51600;LA CHEPPE;LA CHEPPE
143694;17;BLE TENDRE;2018;2;AISNE;24;G. COULEAUD;2590;FRUCTIDOR;AUBIGNY-AUX-KAISNES
143695;17;BLE TENDRE;2018;14;CALVADOS;19;VERGER;14980;Station Experimentale;ROTS
143699;47;MAIS GRAIN;2018;26;DROME;36;Y.Pousset;26000;VALENCE;VALENCE
143737;47;MAIS GRAIN;2018;80;SOMME;53;COLART;80200;;ESTREES-MONS
143738;17;BLE TENDRE;2018;17;CHARENTE MARITIME;24;DRILLAUD;17700;Station du MAGNERAUD;SAINT-PIERRE-D'AMILLY
143740;27;ORGE D'HIVER;2018;56;MORBIHAN;21;E.MASSON/E.QUEMENER;56500;Bignan - J. Robin;BIGNAN
143743;17;BLE TENDRE;2018;91;ESSONNE;64;Lise GAUTELLIER;91720;;BOIGNEVILLE
143756;17;BLE TENDRE;2018;53;MAYENNE;66;AM Bodilis;53230;;COSSE-LE-VIVIEN
143787;17;BLE TENDRE;2018;18;CHER;88;E.Baranger;18570;LE CHAUMOY BTH;LE SUBDRAY
143789;17;BLE TENDRE;2018;91;ESSONNE;54;C. MAUMENE / A. LECLERE;91720;BOIGNEVILLE;BOIGNEVILLE
143790;17;BLE TENDRE;2018;2;AISNE;54;T DENIS;2000;;(Commune de l'Aisne)
143791;17;BLE TENDRE;2018;14;CALVADOS;54;VERGER;14980;Station Experimentale;ROTS
143792;47;MAIS GRAIN;2018;82;TARN ET GARONNE;88;LACHURIE Jean-Pierre;82200;MALAUSE;MALAUSE
143793;47;MAIS GRAIN;2018;31;HAUTE GARONNE;63;LACHURIE Jean-Pierre;31450;En Crambade;MONTESQUIEU-LAURAGAIS
143796;17;BLE TENDRE;2018;67;BAS RHIN;30;Lucile Pligot;67600;SELESTAT;SELESTAT
143797;17;BLE TENDRE;2018;68;HAUT RHIN;27;Pligot Lucile;68780;BRETTEN;BRETTEN
143802;17;BLE TENDRE;2018;67;BAS RHIN;24;Lasserre Didier;67600;SELESTAT;SELESTAT
143803;17;BLE TENDRE;2018;68;HAUT RHIN;32;Lasserre Didier;68000;INRA;COLMAR
143825;47;MAIS GRAIN;2018;64;PYRENEES ATLANTIQUES;64;C. ALIAGA;64520;CAME;BIDACHE
143826;47;MAIS GRAIN;2018;55;MEUSE;9;;55160;;MAIZERAY
143827;47;MAIS GRAIN;2018;67;BAS RHIN;3;Lasserre Didier;67230;WESTHOUSE;WESTHOUSE
143829;47;MAIS GRAIN;2018;64;PYRENEES ATLANTIQUES;95;C. ALIAGA;64230;POEY DE LESCAR;POEY-DE-LESCAR
143830;17;BLE TENDRE;2018;14;CALVADOS;60;;14610;;THAON
143831;17;BLE TENDRE;2018;28;EURE ET LOIR;60;;28150;;VILLEAU
143832;17;BLE TENDRE;2018;21;COTE D'OR;60;;21250;;JALLANGES
143833;17;BLE TENDRE;2018;67;BAS RHIN;58;;57530;;BAZONCOURT
143834;17;BLE TENDRE;2018;80;SOMME;60;;80710;;QUEVAUVILLERS
143835;17;BLE TENDRE;2018;17;CHARENTE MARITIME;60;NULL;17220;NULL;SAINT-MEDARD-D'AUNIS
143836;17;BLE TENDRE;2018;44;LOIRE ATLANTIQUE;60;;44370;;LA ROUXIERE
143837;17;BLE TENDRE;2018;60;OISE;92;;60800;;TRUMILLY
143838;17;BLE TENDRE;2018;8;ARDENNES;58;;8220;;SERAINCOURT
143839;47;MAIS GRAIN;2018;69;RHONE;32;Romain TCHELLER;69330;PUSIGNAN;PUSIGNAN
143840;47;MAIS GRAIN;2018;1;AIN;90;LORGEOU;1600;;MISERIEUX
143841;47;MAIS GRAIN;2018;26;DROME;52;Y.Pousset;26000;VALENCE;VALENCE
143845;47;MAIS GRAIN;2018;47;LOT ET GARONNE;41;DUCELLIER;47410;(Site non précisé);BOURGOUGNAGUE
143846;46;MAIS SEMENCES;2018;69;RHONE;44;Yves POUSSET;69330;PUSIGNAN;PUSIGNAN
143908;49;SORGHO (HORS SEMENCE);2018;31;HAUTE GARONNE;24;JP.LACHURIE;31450;Station d'EN CRAMBADE;MONTESQUIEU-LAURAGAIS
143909;49;SORGHO (HORS SEMENCE);2018;31;HAUTE GARONNE;48;JP.LACHURIE;31450;Station d'EN CRAMBADE;MONTESQUIEU-LAURAGAIS
143910;49;SORGHO (HORS SEMENCE);2018;31;HAUTE GARONNE;40;JP.LACHURIE;31450;Station d'EN CRAMBADE;MONTESQUIEU-LAURAGAIS
143942;46;MAIS SEMENCES;2018;64;PYRENEES ATLANTIQUES;53;L.DIEZ;64410;COUBLUCQ DESCLAUX;COUBLUCQ
143943;46;MAIS SEMENCES;2018;64;PYRENEES ATLANTIQUES;39;L.DIEZ;64410;;COUBLUCQ
143944;46;MAIS SEMENCES;2018;40;LANDES;83;L.DIEZ;40465;PRECHACQ LES BAINS;PRECHACQ-LES-BAINS
143947;47;MAIS GRAIN;2018;18;CHER;36;E.Baranger;18700;AUBIGNY SUR NERE;AUBIGNY-SUR-NERE
143948;47;MAIS GRAIN;2018;9;ARIEGE;54;LACHURIE Jean-Pierre;9270;MAZERES;MAZERES
143949;47;MAIS GRAIN;2018;40;LANDES;42;B. SOENEN;40400;AUDON;AUDON
143950;47;MAIS GRAIN;2018;17;CHARENTE MARITIME;71;Deschamps Thibaud;17700;Station du MAGNERAUD;SAINT-PIERRE-D'AMILLY
143953;47;MAIS GRAIN;2018;24;DORDOGNE;60;CARRERA;24100;BERGERAC;BERGERAC
143974;47;MAIS GRAIN;2018;17;CHARENTE MARITIME;32;Thibaud Deschamps;17700;Magneraud;SAINT-PIERRE-D'AMILLY
143975;40;BLE DUR;2019;4;ALPES DE HAUTE PROVENCE;928;HOURCADE-BEAUCHENE;4800;GREOUX Bonelli;GREOUX-LES-BAINS
143987;46;MAIS SEMENCES;2018;40;LANDES;46;L.DIEZ;40465;PRECHACQ LES BAINS;PRECHACQ-LES-BAINS
143989;46;MAIS SEMENCES;2018;64;PYRENEES ATLANTIQUES;42;L.BOUE-LAPLACE;64410;COUBLUCQ DESCLAUX;COUBLUCQ
143992;46;MAIS SEMENCES;2018;64;PYRENEES ATLANTIQUES;22;L.DIEZ;64121;Station Montardon;MONTARDON
143993;46;MAIS SEMENCES;2018;64;PYRENEES ATLANTIQUES;21;L.DIEZ;64121;Station Montardon;MONTARDON
143995;28;ORGE DE PRINTEMPS;2018;51;MARNE;32;A. Decarrier;51150;VRAUX;VRAUX
143996;46;MAIS SEMENCES;2018;64;PYRENEES ATLANTIQUES;9;L.DIEZ;64410;COUBLUCQ;COUBLUCQ
143997;46;MAIS SEMENCES;2018;64;PYRENEES ATLANTIQUES;9;L.DIEZ;64410;COUBLUCQ;COUBLUCQ
143998;47;MAIS GRAIN;2018;40;LANDES;48;DIEZLA;40140;DUBERTRAND;SOUSTONS
143999;46;MAIS SEMENCES;2018;64;PYRENEES ATLANTIQUES;6;L.DIEZ;64410;COUBLUCQ;COUBLUCQ
144000;46;MAIS SEMENCES;2018;64;PYRENEES ATLANTIQUES;6;L.DIEZ;64410;COUBLUCQ;COUBLUCQ
144001;47;MAIS GRAIN;2018;40;LANDES;31;DIEZLA;40140;DUBERTRAND;SOUSTONS
144002;47;MAIS GRAIN;2018;64;PYRENEES ATLANTIQUES;35;L.DIEZ;64410;COUBLUCQ;COUBLUCQ
144003;28;ORGE DE PRINTEMPS;2018;51;MARNE;24;A. Decarrier;51150;VRAUX;VRAUX
144008;17;BLE TENDRE;2019;51;MARNE;270;A. Decarrier;51520;La Veuve;LA VEUVE
144009;17;BLE TENDRE;2019;2;AISNE;270;T DENIS;2590;AUBIGNY-AUX-KAISNES;AUBIGNY-AUX-KAISNES
144011;17;BLE TENDRE;2019;27;EURE;290;chollet;27110;STE COLOMBE LA COMMANDERIE;SAINTE-COLOMBE-LA-COMMANDERIE
144017;17;BLE TENDRE;2019;31;HAUTE GARONNE;166;LACHURIE;31290;VIEILLEVIGNE;VIEILLEVIGNE
144018;27;ORGE D'HIVER;2018;49;MAINE ET LOIRE;55;Chaillet;49370;;LA POUEZE
144019;27;ORGE D'HIVER;2018;59;NORD;36;;59242;;CAPPELLE-EN-PEVELE
144020;27;ORGE D'HIVER;2018;78;YVELINES;78;CHAILLET;78580;;MAULE
144021;27;ORGE D'HIVER;2018;99;EUROPE;78;;99011;;TIEGEM (BELGIQUE)
144022;47;MAIS GRAIN;2018;69;RHONE;21;POUSSET Yves;69330;PUSIGNAN;PUSIGNAN
144025;47;MAIS GRAIN;2018;64;PYRENEES ATLANTIQUES;15;JP. LABREUCHE;64140;LONS;LONS
144026;17;BLE TENDRE;2018;55;MEUSE;30;PIERSON Pascaline;55160;Brulis;SAINT-HILAIRE-EN-WOEVRE
144027;17;BLE TENDRE;2018;52;HAUTE MARNE;36;A. Decarrier;52000;CRENAY;CRENAY
144028;40;BLE DUR;2018;17;CHARENTE MARITIME;27;Jean-Louis Moynier;17220;CA 17;LA JARRIE
144029;40;BLE DUR;2018;85;VENDEE;21;Jean-Louis Moynier;85450;CAVAC;CHAILLE-LES-MARAIS
144030;17;BLE TENDRE;2018;17;CHARENTE MARITIME;28;Jean -Louis Moynier;17290;Terre Atlantique;AIGREFEUILLE-D'AUNIS
144031;17;BLE TENDRE;2018;86;VIENNE;30;Jean-Louis Moynier;86210;La Tricherie;ARCHIGNY
144032;17;BLE TENDRE;2018;85;VENDEE;2;Thibaud Deschamps;85200;St Martin de Fraigneau;SAINT-MARTIN-DE-FRAIGNEAU
144036;47;MAIS GRAIN;2018;17;CHARENTE MARITIME;36;MOYNIER;17600;;SABLONCEAUX
144037;47;MAIS GRAIN;2018;17;CHARENTE MARITIME;34;MOYNIER;17600;;SABLONCEAUX
144041;17;BLE TENDRE;2019;4;ALPES DE HAUTE PROVENCE;48;BEAUCHENE;4800;GREOUX Bonelli;GREOUX-LES-BAINS
144042;17;BLE TENDRE;2019;69;RHONE;63;Yves POUSSET;69330;PUSIGNAN;PUSIGNAN
144051;47;MAIS GRAIN;2018;41;LOIR ET CHER;286;J. LORGEOU;41240;phenofield;OUZOUER-LE-MARCHE
144052;47;MAIS GRAIN;2018;41;LOIR ET CHER;95;K.Beauchêne;41240;phenofield;OUZOUER-LE-MARCHE
144056;46;MAIS SEMENCES;2018;31;HAUTE GARONNE;12;SOENEN;31450;Station d'EN CRAMBADE;MONTESQUIEU-LAURAGAIS
144058;47;MAIS GRAIN;2018;36;INDRE;102;;36220;;NEONS-SUR-CREUSE
144062;47;MAIS GRAIN;2018;69;RHONE;39;Yves POUSSET;69330;PUSIGNAN;PUSIGNAN
144064;40;BLE DUR;2019;4;ALPES DE HAUTE PROVENCE;227;JEZEQUEL;4800;GREOUX Bonelli;GREOUX-LES-BAINS
144074;47;MAIS GRAIN;2018;18;CHER;11;Yann Flodrops;18410;;ARGENT-SUR-SAULDRE
144091;40;BLE DUR;2019;41;LOIR ET CHER;192;Emilie Tremblay;41240;phenofield;OUZOUER-LE-MARCHE
144093;40;BLE DUR;2019;31;HAUTE GARONNE;72;LACHURIE;31450;En Crambade;MONTESQUIEU-LAURAGAIS
144100;40;BLE DUR;2019;30;GARD;18;P.BRAUN;30300;FOURQUES;FOURQUES
144104;47;MAIS GRAIN;2018;64;PYRENEES ATLANTIQUES;9;L.DIEZ;64410;COUBLUCQ;COUBLUCQ
144105;17;BLE TENDRE;2018;29;FINISTERE;54;E.MASSON/E.QUEMENER;29370;Park Bellec (zone profonde);ELLIANT
144106;17;BLE TENDRE;2018;29;FINISTERE;42;E.MASSON/E.QUEMENER;29370;Park bellec (zone superficielle);ELLIANT
144108;17;BLE TENDRE;2018;49;MAINE ET LOIRE;20;AM Bodilis;49250;;SAINT-MATHURIN-SUR-LOIRE
144126;49;SORGHO (HORS SEMENCE);2018;31;HAUTE GARONNE;8;MARSAC;31290;VIEILLEVIGNE;VIEILLEVIGNE
144127;17;BLE TENDRE;2019;52;HAUTE MARNE;28;A. Decarrier;52000;CRENAY;CRENAY
144128;17;BLE TENDRE;2019;27;EURE;12;Agnès Chollet;27170;Mr LAFOSSE;COMBON
144130;17;BLE TENDRE;2019;21;COTE D'OR;3;CHAVASSIEUX D;21220;BROINDON;BROINDON
144131;17;BLE TENDRE;2019;1;AIN;4;Yves POUSSET;1600;MISERIEUX;MISERIEUX
144132;17;BLE TENDRE;2019;67;BAS RHIN;3;Lasserre Didier;67370;GIMBRETT;GIMBRETT
144133;17;BLE TENDRE;2019;55;MEUSE;6;Pierson;55160;FEPL - Bonchamps 1;SAINT-HILAIRE-EN-WOEVRE
144134;17;BLE TENDRE;2019;77;SEINE ET MARNE;11;Porrez / Brelot;77710;REMAUVILLE;REMAUVILLE
144135;17;BLE TENDRE;2019;63;PUY DE DOME;9;Chloé Malaval-Juery;63270;Lachaux;VIC-LE-COMTE
144136;17;BLE TENDRE;2019;36;INDRE;4;E.BARANGER;36100;THIZAY;THIZAY
144141;17;BLE TENDRE;2019;44;LOIRE ATLANTIQUE;6;BODILIS;44370;Station de LA JAILLIERE;LA CHAPELLE-SAINT-SAUVEUR
144142;17;BLE TENDRE;2019;86;VIENNE;6;C.Drillaud;86600;;JAZENEUIL
144143;17;BLE TENDRE;2019;14;CALVADOS;12;VERGER Manon;14980;Station Experimentale;ROTS
144144;17;BLE TENDRE;2019;56;MORBIHAN;6;E.QUEMENER/E.MASSON;56500;Bignan - R. Charlo;BIGNAN
144145;27;ORGE D'HIVER;2019;51;MARNE;8;A. Decarrier;51460;Melette;L'EPINE
144146;27;ORGE D'HIVER;2019;21;COTE D'OR;3;CHAVASIEUX D;21800;QUETIGNY;QUETIGNY
144147;27;ORGE D'HIVER;2019;91;ESSONNE;4;Porrez;91880;Cimetière;BOUVILLE
144148;27;ORGE D'HIVER;2019;55;MEUSE;3;Pierson;55160;chez SOMNARD;FRESNES-EN-WOEVRE
144149;27;ORGE D'HIVER;2019;17;CHARENTE MARITIME;3;Céline Drillaud;17700;Curé;SAINT-GEORGES-DU-BOIS
144150;27;ORGE D'HIVER;2019;14;CALVADOS;6;Manon Verger;14980;Station Experimentale;ROTS
144151;27;ORGE D'HIVER;2019;27;EURE;3;chollet agnès;27190;SEBECOURT;COLLANDRES-QUINCARNON
144153;28;ORGE DE PRINTEMPS;2019;51;MARNE;12;A. Decarrier;51510;ST PIERRE;SAINT-PIERRE
144154;28;ORGE DE PRINTEMPS;2019;21;COTE D'OR;3;Diane CHAVASSIEUX;21910;;BARGES
144155;28;ORGE DE PRINTEMPS;2019;45;LOIRET;8;TREGUIER;45130;EPIEDS EN BEAUCE;EPIEDS-EN-BEAUCE
144158;28;ORGE DE PRINTEMPS;2019;91;ESSONNE;8;Porrez;91150;Bonvilliers;MORIGNY-CHAMPIGNY
144159;40;BLE DUR;2019;30;GARD;18;P.BRAUN;30320;Marguerittes;MARGUERITTES
144160;40;BLE DUR;2019;4;ALPES DE HAUTE PROVENCE;12;DESWARTE;4800;GREOUX Bonelli;GREOUX-LES-BAINS
144162;40;BLE DUR;2019;26;DROME;6;Pousset;26400;;EURRE
