ID_ESSAI;ID_ESPECE;ESPECE;ANNEE;ID_DEPARTEMENT;DEPARTEMENT;NB_PARCELLE (rdt15);Responsable;Code postal;Site expérimental;Commune
137713;17;BLE TENDRE;2018;27;EURE;70;cast;27180;BERNIENVILLE;BERNIENVILLE
137714;17;BLE TENDRE;2018;56;MORBIHAN;60;MASSON/QUEMENER;56500;Parc n°9 Charlo;BIGNAN
137716;17;BLE TENDRE;2018;51;MARNE;90;A. Decarrier;51510;ST PIERRE;SAINT-PIERRE
137717;17;BLE TENDRE;2018;67;BAS RHIN;105;LASSERRE Didier;67390;;HESSENHEIM
137718;17;BLE TENDRE;2018;18;CHER;78;E.Baranger;18570;LE CHAUMOY BTH;LE SUBDRAY
137719;17;BLE TENDRE;2018;18;CHER;75;E. BARANGER;18340;Arvalis;LISSAY-LOCHY
137720;27;ORGE D'HIVER;2018;17;CHARENTE MARITIME;18;Deschamps Thibaud;17700;Station du MAGNERAUD;SAINT-PIERRE-D'AMILLY
137727;17;BLE TENDRE;2018;91;ESSONNE;3;DESWARTE Jean-Charles;91190;;VILLIERS-LE-BACLE
137730;17;BLE TENDRE;2018;56;MORBIHAN;6;E.MASSON/M.MOQUET;56500;Bignan - R. Charlo;BIGNAN
137731;17;BLE TENDRE;2018;36;INDRE;4;E.Baranger;36100;THIZAY;THIZAY
137732;17;BLE TENDRE;2018;52;HAUTE MARNE;16;A.DECARRIER;52000;CRENAY;CRENAY
137733;17;BLE TENDRE;2018;3;ALLIER;24;Chloé Malaval-Juery;3290;Ferme Bacconnier;SAINT-POURCAIN-SUR-BESBRE
137734;17;BLE TENDRE;2018;26;DROME;3;Yves Pousset;26800;Les dames;ETOILE-SUR-RHONE
137735;17;BLE TENDRE;2018;91;ESSONNE;12;Porrez / Brelot;91720;Station de BOIGNEVILLE;BOIGNEVILLE
137736;17;BLE TENDRE;2018;44;LOIRE ATLANTIQUE;6;BODILIS;44370;Station de LA JAILLIERE;LA CHAPELLE-SAINT-SAUVEUR
137737;17;BLE TENDRE;2018;55;MEUSE;2;J-C Deswartes;55160;Bonchamps 2B;SAINT-HILAIRE-EN-WOEVRE
137738;17;BLE TENDRE;2018;1;AIN;4;Yves POUSSET;1600;MISERIEUX;MISERIEUX
137739;17;BLE TENDRE;2018;86;VIENNE;16;MOYNIER;86600;Basse Vallée;LUSIGNAN
137740;17;BLE TENDRE;2018;27;EURE;11;CAST;27170;(Site non précisé);BRAY
137741;17;BLE TENDRE;2018;2;AISNE;6;DENIS Thierry;2590;Date 1;AUBIGNY-AUX-KAISNES
137742;17;BLE TENDRE;2018;14;CALVADOS;12;VERGER Manon;14980;Station Experimentale;ROTS
137743;17;BLE TENDRE;2018;67;BAS RHIN;3;Lasserre Didier;67600;SELESTAT;SELESTAT
137744;17;BLE TENDRE;2018;41;LOIR ET CHER;4;Agnès Tréguier;41240;Chandry;OUZOUER-LE-MARCHE
137745;17;BLE TENDRE;2018;21;COTE D'OR;4;Diane CHAVASSIEUX;21640;Gilly les citeaux;GILLY-LES-CITEAUX
137746;17;BLE TENDRE;2018;69;RHONE;6;Yves POUSSET;69330;PUSIGNAN;PUSIGNAN
137747;40;BLE DUR;2018;30;GARD;18;BRAUN;30320;Marguerittes;MARGUERITTES
137748;40;BLE DUR;2018;4;ALPES DE HAUTE PROVENCE;18;Stéphane JEZEQUEL;4800;Arvalis;GREOUX-LES-BAINS
137749;40;BLE DUR;2018;26;DROME;8;Y. POUSSET;26400;;EURRE
137750;40;BLE DUR;2018;41;LOIR ET CHER;8;Mr BONNEFOY;41240;;BINAS
137751;40;BLE DUR;2018;31;HAUTE GARONNE;6;LACHURIE;31450;En Crambade;MONTESQUIEU-LAURAGAIS
137752;27;ORGE D'HIVER;2018;21;COTE D'OR;4;CHAVASSIEUX D;21121;Hauteville;HAUTEVILLE-LES-DIJON
137753;27;ORGE D'HIVER;2018;10;AUBE;4;A.DECARRIER;10240;RAMERUPT;RAMERUPT
137754;27;ORGE D'HIVER;2018;91;ESSONNE;4;PORREZ / BRELOT;91720;Mezieres;BUNO-BONNEVAUX
137755;27;ORGE D'HIVER;2018;55;MEUSE;3;JC Deswartes;55160;;SAINT-HILAIRE-EN-WOEVRE
137756;27;ORGE D'HIVER;2018;17;CHARENTE MARITIME;4;DRILLAUD;17700;Curé;SAINT-GEORGES-DU-BOIS
137757;27;ORGE D'HIVER;2018;14;CALVADOS;6;VERGER Manon;14980;Station Experimentale;ROTS
137759;28;ORGE DE PRINTEMPS;2018;51;MARNE;20;A. Decarrier;51510;ST PIERRE;SAINT-PIERRE
137760;28;ORGE DE PRINTEMPS;2018;91;ESSONNE;8;Brelot / Porrez;91720;Station de BOIGNEVILLE;BOIGNEVILLE
137761;28;ORGE DE PRINTEMPS;2018;41;LOIR ET CHER;8;A.Treiguier;41240;Mezieres;OUZOUER-LE-MARCHE
137763;27;ORGE D'HIVER;2018;91;ESSONNE;4;DESWARTE Jean-Charles;91190;VILLIERS LE BACLE;VILLIERS-LE-BACLE
137764;27;ORGE D'HIVER;2018;21;COTE D'OR;3;CHAVASSIEUX D;21910;BARGES;BARGES
137765;28;ORGE DE PRINTEMPS;2018;91;ESSONNE;4;DESWARTE Jean-Charles;91190;VILLIERS LE BACLE;VILLIERS-LE-BACLE
137766;28;ORGE DE PRINTEMPS;2018;21;COTE D'OR;3;CHAVASSIEUX D;21910;;BARGES
137798;17;BLE TENDRE;2018;51;MARNE;864;A. Decarrier;51150;JUVIGNY;JUVIGNY
137799;17;BLE TENDRE;2018;4;ALPES DE HAUTE PROVENCE;960;Stéphane Jézequel;4800;GREOUX LES BAINS;GREOUX-LES-BAINS
137802;17;BLE TENDRE;2018;30;GARD;70;K.BEAUCHENE;30300;FOURQUES;FOURQUES
137841;28;ORGE DE PRINTEMPS;2018;80;SOMME;84;CHAILLET Isabelle;80200;ESTREES MONS;ESTREES-MONS
137843;28;ORGE DE PRINTEMPS;2018;51;MARNE;84;A. Decarrier;51510;ST PIERRE;SAINT-PIERRE
137844;28;ORGE DE PRINTEMPS;2018;41;LOIR ET CHER;84;A.Treguier;41240;;OUZOUER-LE-MARCHE
137845;28;ORGE DE PRINTEMPS;2018;54;MEURTHE ET MOSELLE;84;P. Pierson;54470;(Site non précisé);ESSEY-ET-MAIZERAIS
137846;28;ORGE DE PRINTEMPS;2018;17;CHARENTE MARITIME;84;DRILLAUD;17700;Le Courdeau;SAINT-PIERRE-D'AMILLY
137849;28;ORGE DE PRINTEMPS;2018;91;ESSONNE;64;Porrez / Brelot;91720;Station de BOIGNEVILLE;BOIGNEVILLE
137850;28;ORGE DE PRINTEMPS;2018;41;LOIR ET CHER;60;A.Treiguier;41240;;OUZOUER-LE-MARCHE
137851;28;ORGE DE PRINTEMPS;2018;51;MARNE;60;A. Decarrier;51510;ST PIERRE;SAINT-PIERRE
137852;28;ORGE DE PRINTEMPS;2018;80;SOMME;62;CHAILLET Isabelle;80200;ESTREES MONS;ESTREES-MONS
137853;28;ORGE DE PRINTEMPS;2018;17;CHARENTE MARITIME;56;C.DRILLAUD;17700;Le Courdeau;SAINT-PIERRE-D'AMILLY
137854;28;ORGE DE PRINTEMPS;2018;60;OISE;64;;60810;BARBERY;BARBERY
137855;27;ORGE D'HIVER;2018;45;LOIRET;116;TREGUIER;45300;LOLAINVILLE;ENGENVILLE
137856;27;ORGE D'HIVER;2018;10;AUBE;114;A.DECARRIER;10240;RAMERUPT;RAMERUPT
137857;27;ORGE D'HIVER;2018;80;SOMME;174;isabelle CHAILLET;80200;;MESNIL-BRUNTEL
137858;27;ORGE D'HIVER;2018;89;YONNE;116;Diane CHAVASSIEUX;89160;;ARGENTEUIL-SUR-ARMANCON
137859;27;ORGE D'HIVER;2018;17;CHARENTE MARITIME;116;DRILLAUD;17330;;COURANT
137860;27;ORGE D'HIVER;2018;27;EURE;115;CAST Delphine;27170;COMBON;COMBON
137861;27;ORGE D'HIVER;2018;89;YONNE;48;Diane CHAVASSIEUX;89160;;ARGENTEUIL-SUR-ARMANCON
137862;27;ORGE D'HIVER;2018;17;CHARENTE MARITIME;48;DRILLAUD;17330;;COURANT
137863;27;ORGE D'HIVER;2018;10;AUBE;48;A.DECARRIER;10240;RAMERUPT;RAMERUPT
137864;27;ORGE D'HIVER;2018;27;EURE;48;CAST Delphine;27170;COMBON;COMBON
137865;27;ORGE D'HIVER;2018;80;SOMME;63;CHAILLET Isabelle;80200;;MESNIL-BRUNTEL
137866;27;ORGE D'HIVER;2018;45;LOIRET;48;TREGUIER;45300;LOLAINVILLE;ENGENVILLE
137867;27;ORGE D'HIVER;2018;51;MARNE;132;A.DECARRIER;51460;COURTISOLS;COURTISOLS
137868;27;ORGE D'HIVER;2018;59;NORD;108;T. DENIS;59144;;WARGNIES-LE-GRAND
137869;27;ORGE D'HIVER;2018;62;PAS DE CALAIS;120;DENIS Thierry;62500;SAINT OMER CAPELLE;SAINT-OMER
137870;27;ORGE D'HIVER;2018;62;PAS DE CALAIS;180;;62112;;GOUY-SOUS-BELLONNE
137871;27;ORGE D'HIVER;2018;80;SOMME;184;Chaillet isabelle;80200;;MESNIL-BRUNTEL
137874;27;ORGE D'HIVER;2018;27;EURE;105;CAST Delphine;27170;COMBON;COMBON
137875;27;ORGE D'HIVER;2018;59;NORD;208;;59258;(Site non précisé);CREVECOEUR-SUR-L'ESCAUT
137876;27;ORGE D'HIVER;2018;64;PYRENEES ATLANTIQUES;108;DIEZ;64300;ASTRIA;CASTETIS
137877;27;ORGE D'HIVER;2018;81;TARN;132;HELIAS Régis;81600;GAILLAC;GAILLAC
137878;27;ORGE D'HIVER;2018;12;AVEYRON;128;HELIAS Régis;12800;NAUCELLE;NAUCELLE
137879;27;ORGE D'HIVER;2018;24;DORDOGNE;124;DUCELLIER;24560;ISSIGEAC;ISSIGEAC
137881;27;ORGE D'HIVER;2018;1;AIN;84;Yves POUSSET;1390;SAINT-JEAN-DE-THURIGNEUX;SAINT-JEAN-DE-THURIGNEUX
137882;27;ORGE D'HIVER;2018;26;DROME;140;Yves POUSSET;26210;LENS LESTANG;LENS-LESTANG
137883;27;ORGE D'HIVER;2018;56;MORBIHAN;120;E.MASSON/E.QUEMENER;56500;Bignan - R. Charlo;BIGNAN
137884;27;ORGE D'HIVER;2018;14;CALVADOS;116;VERGER;14240;D2N;LES LOGES
137885;27;ORGE D'HIVER;2018;50;MANCHE;115;VERGER;50340;D2N;GROSVILLE
137886;27;ORGE D'HIVER;2018;61;ORNE;142;VERGER;61570;CA 61;SAINT-CHRISTOPHE-LE-JAJOLET
137887;27;ORGE D'HIVER;2018;44;LOIRE ATLANTIQUE;120;BODILIS;44370;Station de LA JAILLIERE;LA CHAPELLE-SAINT-SAUVEUR
137889;27;ORGE D'HIVER;2018;14;CALVADOS;210;VERGER;14980;Station Experimentale;ROTS
137891;27;ORGE D'HIVER;2018;50;MANCHE;122;Verger;50170;D2N;PONTORSON
137892;27;ORGE D'HIVER;2018;91;ESSONNE;116;Brelot / Porrez;91720;Mezieres;BUNO-BONNEVAUX
137893;27;ORGE D'HIVER;2018;18;CHER;131;E. BARANGER;18570;AXEREAL;LE SUBDRAY
137894;27;ORGE D'HIVER;2018;36;INDRE;120;E. BARANGER;36100;CHOUDAY;CHOUDAY
137895;27;ORGE D'HIVER;2018;37;INDRE ET LOIRE;128;TREGUIER;37230;FONDETTES;FONDETTES
137896;27;ORGE D'HIVER;2018;89;YONNE;115;Diane CHAVASSIEUX;89160;;ARGENTEUIL-SUR-ARMANCON
137897;27;ORGE D'HIVER;2018;17;CHARENTE MARITIME;104;C.DRILLAUD;17700;Curé;SAINT-GEORGES-DU-BOIS
137907;17;BLE TENDRE;2018;32;GERS;33;A. BOUAS;32810;MONTAUT LES CRENEAUX;MONTAUT-LES-CRENEAUX
137909;17;BLE TENDRE;2018;44;LOIRE ATLANTIQUE;30;AMB - HL;44370;Station de LA JAILLIERE;LA CHAPELLE-SAINT-SAUVEUR
137912;40;BLE DUR;2018;34;HERAULT;28;P.BRAUN;34730;PRADES;PRADES-LE-LEZ
137913;40;BLE DUR;2018;41;LOIR ET CHER;44;Mr BONNEFOY;41240;AZOTE;BINAS
137915;40;BLE DUR;2018;30;GARD;55;P.BRAUN;30300;FOURQUES;FOURQUES
137918;40;BLE DUR;2018;30;GARD;48;P.BRAUN;30300;FOURQUES;FOURQUES
137920;40;BLE DUR;2018;41;LOIR ET CHER;70;Mr BONNEFOY;41240;;BINAS
137921;17;BLE TENDRE;2018;91;ESSONNE;38;D Bouttet;91720;Mezieres;BUNO-BONNEVAUX
137922;17;BLE TENDRE;2018;63;PUY DE DOME;30;Chloé Malavla-Juery;63260;sardon;SARDON
137923;17;BLE TENDRE;2018;51;MARNE;33;A. decarrier;51510;SAINT PIERRE;SAINT-PIERRE
137924;17;BLE TENDRE;2018;21;COTE D'OR;23;CHAVASSIEUX D;21640;Gilly les citeaux;GILLY-LES-CITEAUX
137926;17;BLE TENDRE;2018;44;LOIRE ATLANTIQUE;30;H LAGRANGE;44370;Station de LA JAILLIERE;LA CHAPELLE-SAINT-SAUVEUR
137929;17;BLE TENDRE;2018;55;MEUSE;26;P PIERSON;55160;Bonchamps 2B;SAINT-HILAIRE-EN-WOEVRE
137930;17;BLE TENDRE;2018;36;INDRE;55;E.Baranger;36100;BTH;THIZAY
137931;17;BLE TENDRE;2018;81;TARN;30;HELIAS Régis;81600;GAILLAC;GAILLAC
138000;17;BLE TENDRE;2018;17;CHARENTE MARITIME;99;DRILLAUD C;17700;SCEA Mayence (Mr Bessaguet);SAINT-SATURNIN-DU-BOIS
138008;96;TOUTES ESPECES;2018;26;DROME;36;Pousset;26120;;BARCELONNE
138013;17;BLE TENDRE;2018;91;ESSONNE;75;PORREZ / BRELOT;91150;MESPUITS;MESPUITS
138014;17;BLE TENDRE;2018;18;CHER;61;E.Baranger;18290;HDS;SAINT-AMBROIX
138015;17;BLE TENDRE;2018;17;CHARENTE MARITIME;63;DRILLAUD C;17700;SCEA Mayence (Mr Bessaguet);SAINT-SATURNIN-DU-BOIS
138016;17;BLE TENDRE;2018;3;ALLIER;48;Chloé Malaval-Juery;3290;Ferme Bacconnier;SAINT-POURCAIN-SUR-BESBRE
138017;17;BLE TENDRE;2018;91;ESSONNE;24;Brelot / Porrez;91720;BOIGNEVILLE STATION;BOIGNEVILLE
138020;17;BLE TENDRE;2018;27;EURE;48;Cast d;27110;VITOT;VITOT
138021;17;BLE TENDRE;2018;18;CHER;48;E.Baranger;18570;LE CHAUMOY BTH;LE SUBDRAY
138022;17;BLE TENDRE;2018;2;AISNE;48;GAUTELLIER Lise;2590;AUBIGNY-AUX-KAISNES;AUBIGNY-AUX-KAISNES
138025;40;BLE DUR;2018;11;AUDE;66;SABLAYROLLES;11400;PEYRENS;PEYRENS
138028;40;BLE DUR;2018;84;VAUCLUSE;40;P.BRAUN;84430;MONDRAGON;MONDRAGON
138030;28;ORGE DE PRINTEMPS;2018;21;COTE D'OR;3;CHAVASSIEUX D;21910;;BARGES
138031;28;ORGE DE PRINTEMPS;2018;91;ESSONNE;4;DESWARTE;91190;VILLIERS LE BACLE;VILLIERS-LE-BACLE
138054;19;TRITICALE;2018;12;AVEYRON;4;HELIAS Régis;12800;NAUCELLE;CAMJAC
138066;17;BLE TENDRE;2018;91;ESSONNE;104;GARCIA Cécile;91190;VILLIERS LE BACLE;VILLIERS-LE-BACLE
138069;27;ORGE D'HIVER;2018;18;CHER;12;E. BARANGER;18400;LUNERY;LUNERY
138072;27;ORGE D'HIVER;2018;56;MORBIHAN;12;Masson/Quemener;56500;Le naud;BIGNAN
138104;28;ORGE DE PRINTEMPS;2018;89;YONNE;4;Diane CHAVASSIEUX;89160;ARGENTEUIL-SUR-ARMANCON;ARGENTEUIL-SUR-ARMANCON
138123;27;ORGE D'HIVER;2018;81;TARN;146;HELIAS Régis;81600;GAILLAC;GAILLAC
138124;27;ORGE D'HIVER;2018;18;CHER;76;E.Baranger;18570;Le Chaumoy OH;LE SUBDRAY
138141;17;BLE TENDRE;2018;86;VIENNE;126;Céline Drillaud;86600;Basse Vallée;LUSIGNAN
138142;17;BLE TENDRE;2018;16;CHARENTE;170;C.DRILLAUD;16460;;MOUTON
138143;17;BLE TENDRE;2018;79;DEUX SEVRES;123;C.DRILLAUD;79200;;LE TALLUD
138144;17;BLE TENDRE;2018;79;DEUX SEVRES;139;C.DRILLAUD;79400;CA 79;AZAY-LE-BRULE
138145;17;BLE TENDRE;2018;17;CHARENTE MARITIME;124;C.DRILLAUD;17700;Curé Cerisier;SAINT-GEORGES-DU-BOIS
138147;17;BLE TENDRE;2018;26;DROME;116;Yves Pousset;26800;ETOILE SUR RHONE;ETOILE-SUR-RHONE
138148;17;BLE TENDRE;2018;26;DROME;145;Yves POUSSET;26210;LENS LESTANG;LENS-LESTANG
138149;17;BLE TENDRE;2018;69;RHONE;124;Yves POUSSET;69330;PUSIGNAN;PUSIGNAN
138151;17;BLE TENDRE;2018;18;CHER;219;E. BARANGER;18570;AXEREAL;LE SUBDRAY
138152;17;BLE TENDRE;2018;18;CHER;168;E. BARANGER;18700;;OIZON
138153;17;BLE TENDRE;2018;36;INDRE;168;E.Baranger;36100;BTH;THIZAY
138154;17;BLE TENDRE;2018;89;YONNE;180;Diane CHAVASSIEUX;89160;ARGENTEUIL-SUR-ARMANCON;ARGENTEUIL-SUR-ARMANCON
138155;17;BLE TENDRE;2018;3;ALLIER;180;Chloé Malaval-Juery;3290;Ferme Bacconnier;SAINT-POURCAIN-SUR-BESBRE
138156;17;BLE TENDRE;2018;37;INDRE ET LOIRE;165;Agnès Tréguier;37230;Le grand barré;FONDETTES
138157;17;BLE TENDRE;2018;41;LOIR ET CHER;200;Philippe du Cheyron;41330;RAGT;AVERDON
138158;17;BLE TENDRE;2018;1;AIN;152;Yves POUSSET;1600;MIZERIEUX;MISERIEUX
138159;17;BLE TENDRE;2018;21;COTE D'OR;159;Diane CHAVASSIEUX;21640;Gilly les citeaux;GILLY-LES-CITEAUX
138160;17;BLE TENDRE;2018;67;BAS RHIN;190;Lasserre Didier;67600;;SELESTAT
138161;17;BLE TENDRE;2018;3;ALLIER;126;Chloé Malavl-Juery;3260;saint félix;SAINT-FELIX
138162;17;BLE TENDRE;2018;63;PUY DE DOME;126;Chloé Malavla-Juery;63260;sardon;SARDON
138163;17;BLE TENDRE;2018;63;PUY DE DOME;176;Chloé Malaval-Juery;63100;INRA;CLERMONT-FERRAND
138164;17;BLE TENDRE;2018;44;LOIRE ATLANTIQUE;155;BODILIS;44370;Station de LA JAILLIERE;LA CHAPELLE-SAINT-SAUVEUR
138168;17;BLE TENDRE;2018;49;MAINE ET LOIRE;156;Philippe DU CHEYRON;49150;SYNGENTA;FOUGERE
138169;17;BLE TENDRE;2018;32;GERS;116;A. BOUAS;32810;MONTAUT LES CRENEAUX;MONTAUT-LES-CRENEAUX
138171;17;BLE TENDRE;2018;81;TARN;116;Régis HELIAS;81600;MONTANS;MONTANS
138172;17;BLE TENDRE;2018;31;HAUTE GARONNE;116;LACHURIE;31450;En Crambade;MONTESQUIEU-LAURAGAIS
138173;17;BLE TENDRE;2018;64;PYRENEES ATLANTIQUES;120;Diez;64300;ASTRIA;CASTETIS
138174;17;BLE TENDRE;2018;24;DORDOGNE;116;GROSSOLEIL;24560;ISSIGEAC;ISSIGEAC
138175;17;BLE TENDRE;2018;47;LOT ET GARONNE;87;DUCELLIER;47470;;CAUZAC
138176;17;BLE TENDRE;2018;47;LOT ET GARONNE;113;DUCELLIER;47340;SAINT ANTOINE DE FICALBA;SAINT-ANTOINE-DE-FICALBA
138177;17;BLE TENDRE;2018;82;TARN ET GARONNE;120;Philippe DU CHEYRON;82300;CAUSSADE SEMENCES;CAUSSADE
138178;17;BLE TENDRE;2018;77;SEINE ET MARNE;192;Porrez / Brelot;77950;Cimetière;MOISENAY
138179;17;BLE TENDRE;2018;27;EURE;180;CAST delphine;27400;;SURVILLE
138180;17;BLE TENDRE;2018;62;PAS DE CALAIS;172;T DENIS;62112;GROUPE CARRE;GOUY-SOUS-BELLONNE
138181;17;BLE TENDRE;2018;2;AISNE;172;;2000;;LAON
138183;17;BLE TENDRE;2018;62;PAS DE CALAIS;168;T DENIS;62170;Saint Aubin;SAINT-AUBIN
138184;17;BLE TENDRE;2018;60;OISE;228;T Denis;60840;CATENOY-CA60;CATENOY
138185;17;BLE TENDRE;2018;2;AISNE;220;T denis;2590;AUBIGNY-AUX-KAISNES;AUBIGNY-AUX-KAISNES
138186;17;BLE TENDRE;2018;80;SOMME;240;T Denis;80200;;ESTREES-MONS
138187;17;BLE TENDRE;2018;95;VAL D'OISE;228;Stéphane PORREZ;95810;CA IDF;VALLANGOUJARD
138188;17;BLE TENDRE;2018;59;NORD;182;T Denis;59172;;ROEULX
138190;17;BLE TENDRE;2018;62;PAS DE CALAIS;199;T DENIS;62840;;FLEURBAIX
138191;17;BLE TENDRE;2018;60;OISE;179;Philippe DU CHEYRON;60640;LIMAGRAIN;LIBERMONT
138192;17;BLE TENDRE;2018;59;NORD;172;Philippe DU CHEYRON;59310;LEMAIRE DEFFONTAINES;AUCHY-LEZ-ORCHIES
138193;17;BLE TENDRE;2018;60;OISE;129;;60190;SAATEN UNION;LACHELLE
138194;17;BLE TENDRE;2018;60;OISE;172;Philippe du CHEYRON;60480;UNISIGMA;FROISSY
138196;17;BLE TENDRE;2018;50;MANCHE;199;VERGER;50340;D2N;GROSVILLE
138197;17;BLE TENDRE;2018;14;CALVADOS;240;VERGER;14980;Station Experimentale;ROTS
138198;17;BLE TENDRE;2018;61;ORNE;195;VERGER;61500;CA 61;MACE
138199;17;BLE TENDRE;2018;22;COTES D'ARMOR;160;E.MASSON/E.QUEMENER;22400;La Bluterie;QUINTENIC
138200;17;BLE TENDRE;2018;22;COTES D'ARMOR;160;E.MASSON/M.MOQUET/D.MILLET;22400;La Marmenaie;LAMBALLE
138201;17;BLE TENDRE;2018;35;ILLE ET VILAINE;152;E.MASSON/M.MOQUET/D.MILLET;35220;;SAINT-JEAN-SUR-VILAINE
138202;17;BLE TENDRE;2018;14;CALVADOS;204;VERGER;14240;D2N;LES LOGES
138203;17;BLE TENDRE;2018;56;MORBIHAN;151;E.MASSON/M.MOQUET;56500;Bignan - R. Charlo;BIGNAN
138204;17;BLE TENDRE;2018;50;MANCHE;200;VERGER;50170;D2N;PONTORSON
138205;17;BLE TENDRE;2018;52;HAUTE MARNE;195;A.DECARRIER;52000;CRENAY;CRENAY
138206;17;BLE TENDRE;2018;54;MEURTHE ET MOSELLE;141;P. Pierson;54470;17 IVBBIS chez Ladoucette;FEY-EN-HAYE
138207;17;BLE TENDRE;2018;55;MEUSE;187;P PIERSON;55160;Bonchamps 2B;SAINT-HILAIRE-EN-WOEVRE
138208;17;BLE TENDRE;2018;91;ESSONNE;192;Brelot / Porrez;91410;Richarville;RICHARVILLE
138209;17;BLE TENDRE;2018;77;SEINE ET MARNE;156;Porrez / Brelot;77460;Le gros Charme;CHAINTREAUX
138210;17;BLE TENDRE;2018;41;LOIR ET CHER;160;TREGUIER;41240;Chandry;OUZOUER-LE-MARCHE
138211;17;BLE TENDRE;2018;28;EURE ET LOIR;192;A. TREGUIER;28150;AXEREAL;VILLEAU
138215;17;BLE TENDRE;2018;77;SEINE ET MARNE;176;Philippe DU CHEYRON;77370;;VANVILLE
138216;17;BLE TENDRE;2018;91;ESSONNE;151;Philippe DU CHEYRON;91720;BAYER;BUNO-BONNEVAUX
138217;17;BLE TENDRE;2018;28;EURE ET LOIR;152;;28700;;HOUVILLE-LA-BRANCHE
138218;17;BLE TENDRE;2018;45;LOIRET;160;Philippe du Cheyron;45170;SECOBRA;ATTRAY
138219;17;BLE TENDRE;2018;78;YVELINES;151;Philippe du Cheyron;78660;site Agri-Obtentions;ORSONVILLE
138220;17;BLE TENDRE;2018;45;LOIRET;160;Philippe DU CHEYRON;45410;DSV;SOUGY
138221;17;BLE TENDRE;2018;10;AUBE;180;A.DECARRIER;10240;RAMERUPT;RAMERUPT
138222;17;BLE TENDRE;2018;51;MARNE;183;A.DECARRIER;51400;CUPERLY;CUPERLY
138223;17;BLE TENDRE;2018;8;ARDENNES;211;A. Decarrier;8310;LA NEUVILLE;LA NEUVILLE-EN-TOURNE-A-FUY
138224;17;BLE TENDRE;2018;2;AISNE;198;Philippe DU CHEYRON;2190;MOMONT;LA MALMAISON
138225;17;BLE TENDRE;2018;51;MARNE;248;A. Decarrier;51490;EPOYE;EPOYE
138226;17;BLE TENDRE;2018;32;GERS;234;A.BOUAS;32810;MONTAUT LES CRENEAUX;MONTAUT-LES-CRENEAUX
138227;17;BLE TENDRE;2018;32;GERS;218;A.BOUAS;32810;MONTAUT LES CRENEAUX;MONTAUT-LES-CRENEAUX
138228;17;BLE TENDRE;2018;26;DROME;156;Yves Pousset;26800;ETOILE SUR RHONE;ETOILE-SUR-RHONE
138229;17;BLE TENDRE;2018;44;LOIRE ATLANTIQUE;155;BODILIS;44370;Station de LA JAILLIERE;LA CHAPELLE-SAINT-SAUVEUR
138230;17;BLE TENDRE;2018;69;RHONE;152;Yves POUSSET;69330;PUSIGNAN;PUSIGNAN
138231;17;BLE TENDRE;2018;17;CHARENTE MARITIME;156;Céline Drillaud;17380;La Vergne;LANDES
138232;17;BLE TENDRE;2018;89;YONNE;126;Diane CHAVASSIEUX;89160;ARGENTEUIL-SUR-ARMANCON;ARGENTEUIL-SUR-ARMANCON
138233;17;BLE TENDRE;2018;41;LOIR ET CHER;128;TREGUIER;41240;Chandry;OUZOUER-LE-MARCHE
138234;17;BLE TENDRE;2018;18;CHER;127;E.Baranger;18570;LE CHAUMOY BTH;LE SUBDRAY
138235;17;BLE TENDRE;2018;14;CALVADOS;189;VERGER;14980;Station Experimentale;ROTS
138236;17;BLE TENDRE;2018;77;SEINE ET MARNE;127;Porrez / Brelot;77950;Cimetière;MOISENAY
138237;17;BLE TENDRE;2018;55;MEUSE;128;P PIERSON;55160;;FRESNES-EN-WOEVRE
138238;17;BLE TENDRE;2018;26;DROME;148;Yves Pousset;26800;;ETOILE-SUR-RHONE
138239;17;BLE TENDRE;2018;44;LOIRE ATLANTIQUE;146;BODILIS;44370;Station de LA JAILLIERE;LA CHAPELLE-SAINT-SAUVEUR
138240;17;BLE TENDRE;2018;69;RHONE;148;Yves POUSSET;69330;PUSIGNAN;PUSIGNAN
138241;17;BLE TENDRE;2018;17;CHARENTE MARITIME;148;C.DRILLAUD;17380;La Vergne;LANDES
138242;17;BLE TENDRE;2018;2;AISNE;184;T DENIS;2590;AUBIGNY-AUX-KAISNES;AUBIGNY-AUX-KAISNES
138243;17;BLE TENDRE;2018;51;MARNE;186;A.DECARRIER;51520;La Veuve;LA VEUVE
138244;17;BLE TENDRE;2018;54;MEURTHE ET MOSELLE;16;P. Pierson;54470;(Site non précisé);ESSEY-ET-MAIZERAIS
138245;17;BLE TENDRE;2018;32;GERS;9;A. BOUAS;32810;MONTAUT LES CRENEAUX;MONTAUT-LES-CRENEAUX
138248;17;BLE TENDRE;2018;24;DORDOGNE;92;DUCELLIER;24100;BERGERAC;BERGERAC
138250;17;BLE TENDRE;2018;91;ESSONNE;108;Brelot / Porrez;91410;Richarville;RICHARVILLE
138251;17;BLE TENDRE;2018;28;EURE ET LOIR;80;Philippe DU CHEYRON;28150;;ALLONNES
138253;17;BLE TENDRE;2018;45;LOIRET;64;D Bouttet;45300;SOUFFLET;PITHIVIERS-LE-VIEIL
138254;17;BLE TENDRE;2018;91;ESSONNE;99;D Bouttet;91660;CA IDF;MEREVILLE
138255;17;BLE TENDRE;2018;47;LOT ET GARONNE;82;DUCELLIER;47340;SAINT ANTOINE DE FICALBA;SAINT-ANTOINE-DE-FICALBA
