x;y;groupe;;;;;;;;;
518805.361;6247566.38;1;;;;;;;;;
604918.11;6269633.02;1;;;;;;;;;
604552.963;6280577.26;15;;;;;;;;;
527903.898;6288261.41;2;;;;;;;;;
484491.413;6279083.95;15;;;;;;;;;
481691.207;6283451.6;5;;;;;;;;;
540092.226;6273709.78;5;;;;;;;;;
537556.881;6260083.95;5;;;;;;;;;
482963.057;6305440.79;2;;;;;;;;;
482963.057;6305440.79;1;;;;;;;;;
511407.88;6318527.69;2;;;;;;;;;
511407.88;6318527.69;15;;;;;;;;;
495792.096;6311006.79;13;;;;;;;;;
443556.672;6301896.28;1;;;;;;;;;
520505.943;6305985.93;5;;;;;;;;;
496566.384;6290445.21;1;;;;;;;;;
501348.822;6291419.21;15;;;;;;;;;
490726.382;6291844.24;15;;;;;;;;;
523581.178;6291380.52;6;;;;;;;;;
523581.178;6291380.52;2;;;;;;;;;
475096.183;6314131.12;15;;;;;;;;;
470051.269;6273271.32;15;;;;;;;;;
494668.207;6268329.49;5;;;;;;;;;
493978.537;6260024.74;2;;;;;;;;;
450991.041;6317642.12;3;;;;;;;;;
514438.206;6312217.41;15;;;;;;;;;
496566.384;6290445.21;10;;;;;;;;;
509989.777;6273048.86;15;;;;;;;;;
533188.481;6299009.84;15;;;;;;;;;
456818.258;6318683.7;3;;;;;;;;;
521257.932;6286336.42;2;;;;;;;;;
516309.679;6285857.37;15;;;;;;;;;
517528.388;6282694.29;4;;;;;;;;;
456593.739;6297920.45;1;;;;;;;;;
475971.996;6296404.9;11;;;;;;;;;
475971.996;6296404.9;15;;;;;;;;;
507366.566;6331401.58;2;;;;;;;;;
483598.423;6289181.66;1;;;;;;;;;
475251.79;6320915.26;1;;;;;;;;;
511780.882;6291989.49;1;;;;;;;;;
530165.769;6265319.78;1;;;;;;;;;
549298.941;6313201.03;9;;;;;;;;;
522768.428;6315582.57;1;;;;;;;;;
517565.404;6303820.27;14;;;;;;;;;
517565.404;6303820.27;14;;;;;;;;;
484527.297;6318978.41;15;;;;;;;;;
623836.925;6420625.89;13;;;;;;;;;
632597.444;6390414.68;10;;;;;;;;;
585582.259;6360371.63;13;;;;;;;;;
607658.242;6377907.04;4;;;;;;;;;
726478.692;6413194.66;10;;;;;;;;;
727419.764;6372412.01;4;;;;;;;;;
738763.239;6391758.07;13;;;;;;;;;
707114.201;6355662.69;11;;;;;;;;;
731029.783;6400180.6;5;;;;;;;;;
733056.496;6356764.85;11;;;;;;;;;
730880.915;6349939.4;11;;;;;;;;;
757529.833;6406748.01;8;;;;;;;;;
693030.681;6183241.86;11;;;;;;;;;
588294.006;6313103.65;2;;;;;;;;;
613300.343;6294831.83;6;;;;;;;;;
631114.194;6302254.4;13;;;;;;;;;
602380.472;6321614.73;11;;;;;;;;;
608005.859;6281070.95;1;;;;;;;;;
611552.377;6332264.06;10;;;;;;;;;
603105.602;6297489.42;15;;;;;;;;;
615432.88;6276296.47;6;;;;;;;;;
613986.399;6310450.1;1;;;;;;;;;
625315.708;6257321.18;13;;;;;;;;;
610471.814;6278523.19;1;;;;;;;;;
623343.155;6331161.62;8;;;;;;;;;
484527.297;6318978.41;1;;;;;;;;;
533260.873;6361637.52;4;;;;;;;;;
571568.973;6345125.59;5;;;;;;;;;
543154.25;6362133.04;15;;;;;;;;;
544322.889;6349650.16;4;;;;;;;;;
550496.368;6353470.71;6;;;;;;;;;
540162.06;6339925.64;2;;;;;;;;;
560070.449;6331960.04;15;;;;;;;;;
568850.821;6326163.44;5;;;;;;;;;
559202.37;6338951.86;1;;;;;;;;;
583379.051;6334433.88;15;;;;;;;;;
551424.83;6344439.95;5;;;;;;;;;
557391.627;6347590.49;9;;;;;;;;;
559202.37;6338951.86;1;;;;;;;;;
557391.627;6347590.49;1;;;;;;;;;
610388.466;6347400.25;1;;;;;;;;;
855018.273;6528558.45;1;;;;;;;;;
849574.207;6571485.08;13;;;;;;;;;
855018.273;6528558.45;15;;;;;;;;;
714559.109;6602720.69;4;;;;;;;;;
730353.647;6562304.38;1;;;;;;;;;
687625.653;6603797.43;4;;;;;;;;;
730595.065;6570888.94;3;;;;;;;;;
690625.001;6570203.77;5;;;;;;;;;
728910.72;6601248.07;1;;;;;;;;;
687625.653;6603797.43;1;;;;;;;;;
714559.109;6602720.69;1;;;;;;;;;
703936.935;6609294.5;3;;;;;;;;;
722669.047;6603159.24;4;;;;;;;;;
666158.941;6595738;10;;;;;;;;;
724164.428;6615268.9;13;;;;;;;;;
753714.862;6576220.56;13;;;;;;;;;
773246.12;6585592.38;4;;;;;;;;;
722249.537;6566299.41;1;;;;;;;;;
719545.697;6597905.56;13;;;;;;;;;
682142.69;6597002.89;4;;;;;;;;;
702801.219;6615954.5;5;;;;;;;;;
700548.287;6622764.86;4;;;;;;;;;
832098.823;6453229.15;4;;;;;;;;;
651182.519;6443214.84;8;;;;;;;;;
716924.219;6441116.91;8;;;;;;;;;
645741.83;6412577.28;8;;;;;;;;;
907003.191;6403365.35;1;;;;;;;;;
837117.127;6379765.82;2;;;;;;;;;
848327.511;6465389.09;3;;;;;;;;;
861845.927;6416595.82;1;;;;;;;;;
856381.579;6408526.36;2;;;;;;;;;
860760.202;6410834.97;15;;;;;;;;;
855277.499;6403544.08;5;;;;;;;;;
876526.203;6382685.97;4;;;;;;;;;
837117.127;6379765.82;2;;;;;;;;;
858911.227;6420568.55;3;;;;;;;;;
864642.589;6373854.63;1;;;;;;;;;
877955.246;6367920.03;2;;;;;;;;;
896032.765;6398524.88;11;;;;;;;;;
896032.765;6398524.88;1;;;;;;;;;
851882.003;6454450.37;1;;;;;;;;;
865407.604;6388586.76;4;;;;;;;;;
896032.765;6398524.88;1;;;;;;;;;
883307.549;6398648.1;1;;;;;;;;;
851531.16;6409328.06;15;;;;;;;;;
866665.471;6408763.17;2;;;;;;;;;
847633.399;6381012.37;1;;;;;;;;;
834453.534;6363842.46;1;;;;;;;;;
894570.431;6346188.38;1;;;;;;;;;
896901.425;6484045.93;1;;;;;;;;;
913627.195;6418774.63;5;;;;;;;;;
903671.432;6450192.79;4;;;;;;;;;
922353.402;6432731.01;13;;;;;;;;;
849064.984;6500658.31;15;;;;;;;;;
873411.525;6511447.28;3;;;;;;;;;
891643.453;6519059.69;5;;;;;;;;;
913627.195;6418774.63;10;;;;;;;;;
900715.743;6415299.09;4;;;;;;;;;
905574.333;6419785.4;4;;;;;;;;;
806721.118;6469870.32;4;;;;;;;;;
814498.302;6494041.41;4;;;;;;;;;
782427.409;6496157.15;11;;;;;;;;;
796672.058;6504730.37;13;;;;;;;;;
810663.645;6507990.46;4;;;;;;;;;
827670.212;6487708.2;4;;;;;;;;;
814073.581;6466526.91;4;;;;;;;;;
771659.107;6535486.96;13;;;;;;;;;
812845.566;6455538.13;4;;;;;;;;;
790056.112;6423714.8;4;;;;;;;;;
754180.802;6454583.25;11;;;;;;;;;
767736.861;6442677.18;10;;;;;;;;;
729033.313;6470700.01;1;;;;;;;;;
774736.342;6449727.17;4;;;;;;;;;
765247.84;6453065.06;1;;;;;;;;;
754285.994;6469053.81;4;;;;;;;;;
803776.543;6466977.59;4;;;;;;;;;
779332.611;6465867.84;4;;;;;;;;;
754575.428;6446631.92;1;;;;;;;;;
758578.993;6444589.17;1;;;;;;;;;
725371.88;6471581.56;12;;;;;;;;;
773062.133;6433826.27;13;;;;;;;;;
731125.123;6533711.17;1;;;;;;;;;
672433.053;6542693.9;4;;;;;;;;;
717061.497;6487473.53;6;;;;;;;;;
712631.774;6487192.63;1;;;;;;;;;
716396.551;6551488.58;1;;;;;;;;;
737750.865;6518390.51;13;;;;;;;;;
718837.741;6480543.22;6;;;;;;;;;
732802.834;6496351.44;5;;;;;;;;;
734038.345;6528981.48;5;;;;;;;;;
733222.756;6513966.27;8;;;;;;;;;
717529.77;6510176.48;1;;;;;;;;;
717529.77;6510176.48;1;;;;;;;;;
713157.889;6547845.39;2;;;;;;;;;
707705.61;6501799.94;4;;;;;;;;;
969787.776;6365780.89;11;;;;;;;;;
968050.549;6376648.69;11;;;;;;;;;
1003310.5;6391761.46;1;;;;;;;;;
937858.5;6326186.14;4;;;;;;;;;
1001483.85;6372625.03;11;;;;;;;;;
918681.643;6376795.01;1;;;;;;;;;
948704.444;6388015.5;4;;;;;;;;;
924150.134;6388236.89;11;;;;;;;;;
834370.728;6273368.77;6;;;;;;;;;
834370.728;6273368.77;6;;;;;;;;;
881732.713;6299320.81;1;;;;;;;;;
